#OTU ID	Read
Zotu1	688
Zotu24	149
Zotu28	160
Zotu19	174
Zotu5	249
Zotu12	264
Zotu31	161
Zotu2	651
Zotu4	302
Zotu9	228
Zotu18	161
Zotu335	30
Zotu8	308
Zotu21	142
Zotu7	241
Zotu6	248
Zotu17	150
Zotu58	43
Zotu1145	6
Zotu36	113
Zotu11	226
Zotu33	149
Zotu34	150
Zotu83	57
Zotu35	146
Zotu39	121
Zotu41	114
Zotu16	140
Zotu15	153
Zotu258	19
Zotu1215	7
Zotu333	17
Zotu416	17
Zotu234	20
Zotu140	37
Zotu580	10
Zotu40	92
Zotu14	170
Zotu3	410
Zotu223	40
Zotu27	160
Zotu1454	8
Zotu1388	8
Zotu133	60
Zotu1244	5
Zotu1246	4
Zotu746	17
Zotu37	89
Zotu421	17
Zotu169	26
Zotu398	7
Zotu367	20
Zotu75	69
Zotu51	112
Zotu91	50
Zotu450	16
Zotu1426	10
Zotu1358	5
Zotu10	199
Zotu1299	5
Zotu330	27
Zotu901	8
Zotu254	30
Zotu397	25
Zotu160	30
Zotu1436	6
Zotu460	13
Zotu912	4
Zotu1081	8
Zotu700	8
Zotu30	129
Zotu1073	10
Zotu305	22
Zotu2112	2
Zotu99	46
Zotu88	75
Zotu20	150
Zotu1471	7
Zotu919	3
Zotu729	9
Zotu214	24
Zotu65	71
Zotu1947	4
Zotu613	10
Zotu128	48
Zotu590	20
Zotu47	108
Zotu1041	6
Zotu766	7
Zotu329	7
Zotu69	67
Zotu32	102
Zotu1715	8
Zotu225	36
Zotu1297	11
Zotu86	31
Zotu147	38
Zotu163	25
Zotu1703	4
Zotu53	89
Zotu712	6
Zotu42	108
Zotu1509	12
Zotu683	6
Zotu742	6
Zotu159	27
Zotu82	91
Zotu62	80
Zotu81	48
Zotu805	14
Zotu599	15
Zotu858	5
Zotu395	22
Zotu2042	4
Zotu1756	3
Zotu29	109
Zotu93	31
Zotu54	82
Zotu585	7
Zotu149	28
Zotu1488	13
Zotu979	8
Zotu911	5
Zotu738	12
Zotu256	27
Zotu26	235
Zotu78	61
Zotu240	20
Zotu881	4
Zotu996	8
Zotu871	6
Zotu302	17
Zotu1596	3
Zotu72	62
Zotu102	27
Zotu124	41
Zotu1144	2
Zotu647	9
Zotu129	33
Zotu134	50
Zotu205	22
Zotu96	64
Zotu221	15
Zotu371	18
Zotu1440	2
Zotu1733	3
Zotu84	63
Zotu1551	5
Zotu1814	15
Zotu68	77
Zotu1025	9
Zotu575	4
Zotu937	7
Zotu441	21
Zotu105	34
Zotu60	65
Zotu1210	3
Zotu602	10
Zotu822	16
Zotu13	171
Zotu235	34
Zotu90	56
Zotu803	9
Zotu64	88
Zotu229	21
Zotu298	15
Zotu1791	6
Zotu66	71
Zotu85	45
Zotu324	20
Zotu220	21
Zotu253	23
Zotu25	154
Zotu104	44
Zotu1290	22
Zotu210	34
Zotu1459	5
Zotu283	21
Zotu381	18
Zotu2064	5
Zotu117	51
Zotu603	10
Zotu1721	7
Zotu50	83
Zotu513	10
Zotu772	5
Zotu1395	10
Zotu440	17
Zotu22	153
Zotu609	12
Zotu308	18
Zotu2181	2
Zotu385	23
Zotu1757	5
Zotu1583	7
Zotu863	9
Zotu1029	11
Zotu194	24
Zotu2005	5
Zotu559	14
Zotu328	12
Zotu852	3
Zotu610	13
Zotu79	73
Zotu97	32
Zotu1987	4
Zotu988	8
Zotu52	78
Zotu246	24
Zotu1013	9
Zotu1603	4
Zotu70	63
Zotu138	50
Zotu227	31
Zotu664	11
Zotu1176	8
Zotu1530	2
Zotu139	48
Zotu471	10
Zotu916	4
Zotu596	7
Zotu1094	12
Zotu678	10
Zotu109	60
Zotu108	43
Zotu569	15
Zotu255	18
Zotu296	22
Zotu503	18
Zotu375	22
Zotu191	46
Zotu43	110
Zotu23	189
Zotu277	23
Zotu1913	8
Zotu1190	10
Zotu709	10
Zotu369	14
Zotu56	51
Zotu2009	2
Zotu816	4
Zotu940	5
Zotu1649	9
Zotu120	23
Zotu1283	17
Zotu178	31
Zotu171	29
Zotu1109	11
Zotu954	12
Zotu563	22
Zotu113	41
Zotu363	15
Zotu426	9
Zotu148	28
Zotu1026	3
Zotu1068	5
Zotu1694	5
Zotu478	18
Zotu100	68
Zotu71	61
Zotu1495	2
Zotu437	17
Zotu1681	7
Zotu192	19
Zotu347	19
Zotu320	16
Zotu161	33
Zotu290	22
Zotu535	8
Zotu282	17
Zotu391	10
Zotu142	24
Zotu915	8
Zotu185	26
Zotu2172	7
Zotu377	13
Zotu184	25
Zotu180	37
Zotu46	57
Zotu348	11
Zotu1287	4
Zotu267	20
Zotu384	11
Zotu250	25
Zotu1698	2
Zotu295	26
Zotu684	6
Zotu616	8
Zotu1177	8
Zotu244	36
Zotu430	11
Zotu1645	10
Zotu204	32
Zotu144	38
Zotu646	24
Zotu1678	15
Zotu67	61
Zotu156	52
Zotu57	55
Zotu362	30
Zotu1309	7
Zotu462	12
Zotu270	44
Zotu143	17
Zotu929	10
Zotu686	5
Zotu1833	4
Zotu122	33
Zotu141	41
Zotu237	26
Zotu992	7
Zotu168	29
Zotu662	10
Zotu2138	4
Zotu2125	3
Zotu668	12
Zotu1123	4
Zotu479	16
Zotu1181	12
Zotu111	31
Zotu574	8
Zotu103	36
Zotu1339	11
Zotu414	21
Zotu1324	9
Zotu98	40
Zotu986	2
Zotu1575	3
Zotu573	19
Zotu1787	11
Zotu38	102
Zotu637	11
Zotu907	7
Zotu207	25
Zotu1670	6
Zotu101	43
Zotu2141	2
Zotu136	53
Zotu1773	3
Zotu208	23
Zotu132	31
Zotu999	8
Zotu179	33
Zotu118	44
Zotu997	3
Zotu200	25
Zotu1217	20
Zotu266	38
Zotu114	40
Zotu625	11
Zotu1709	9
Zotu126	52
Zotu263	18
Zotu269	32
Zotu288	26
Zotu341	21
Zotu798	10
Zotu1713	9
Zotu1228	4
Zotu112	47
Zotu1008	3
Zotu209	38
Zotu895	3
Zotu2190	1
Zotu1421	5
Zotu1157	11
Zotu77	47
Zotu1706	8
Zotu170	32
Zotu1381	7
Zotu539	16
Zotu1416	3
Zotu853	8
Zotu336	15
Zotu49	81
Zotu572	12
Zotu150	53
Zotu226	28
Zotu422	14
Zotu135	50
Zotu598	14
Zotu155	27
Zotu526	21
Zotu875	9
Zotu778	7
Zotu1574	8
Zotu1874	7
Zotu265	28
Zotu461	21
Zotu1047	5
