#OTU ID	Read
Zotu1	1995
Zotu2	1949
Zotu39	363
Zotu8	899
Zotu6	798
Zotu12	812
Zotu4	912
Zotu7	734
Zotu9	719
Zotu3	1194
Zotu34	449
Zotu33	413
Zotu19	503
Zotu24	458
Zotu22	500
Zotu28	463
Zotu31	461
Zotu11	698
Zotu10	606
Zotu20	481
Zotu35	459
Zotu74	164
Zotu14	515
Zotu36	295
Zotu23	576
Zotu17	429
Zotu5	770
Zotu53	260
Zotu38	336
Zotu40	258
Zotu18	492
Zotu100	181
Zotu16	445
Zotu26	724
Zotu21	462
Zotu59	193
Zotu174	89
Zotu54	260
Zotu43	348
Zotu83	184
Zotu116	86
Zotu41	332
Zotu341	55
Zotu72	181
Zotu61	208
Zotu206	101
Zotu333	50
Zotu58	136
Zotu15	466
Zotu82	248
Zotu225	124
Zotu335	86
Zotu91	152
Zotu223	110
Zotu1199	29
Zotu1145	19
Zotu109	166
Zotu140	98
Zotu45	258
Zotu52	265
Zotu122	95
Zotu27	456
Zotu241	83
Zotu1609	6
Zotu1163	14
Zotu283	70
Zotu600	73
Zotu172	92
Zotu133	159
Zotu460	39
Zotu272	79
Zotu297	50
Zotu79	204
Zotu86	106
Zotu25	454
Zotu1560	30
Zotu55	173
Zotu657	38
Zotu467	53
Zotu50	223
Zotu47	303
Zotu30	418
Zotu13	499
Zotu246	64
Zotu69	212
Zotu37	281
Zotu254	99
Zotu51	314
Zotu62	221
Zotu741	25
Zotu75	189
Zotu149	95
Zotu314	38
Zotu1864	16
Zotu1721	30
Zotu573	62
Zotu232	56
Zotu242	57
Zotu397	60
Zotu353	58
Zotu258	62
Zotu280	65
Zotu211	61
Zotu893	26
Zotu590	43
Zotu466	33
Zotu96	195
Zotu88	229
Zotu98	125
Zotu163	67
Zotu173	119
Zotu165	100
Zotu1436	21
Zotu897	16
Zotu912	17
Zotu1081	21
Zotu723	29
Zotu90	177
Zotu490	28
Zotu901	31
Zotu281	61
Zotu1215	23
Zotu746	48
Zotu66	214
Zotu160	100
Zotu603	35
Zotu454	28
Zotu187	96
Zotu1244	9
