#OTU ID	Read
Zotu1	2404
Zotu6	920
Zotu31	376
Zotu56	338
Zotu2	2149
Zotu66	189
Zotu14	382
Zotu71	238
Zotu12	457
Zotu9	732
Zotu24	450
Zotu13	653
Zotu35	374
Zotu82	150
Zotu144	159
Zotu36	314
Zotu18	403
Zotu11	684
Zotu8	837
Zotu30	302
Zotu65	217
Zotu57	329
Zotu27	420
Zotu207	145
Zotu95	185
Zotu143	180
Zotu45	327
Zotu72	206
Zotu39	337
Zotu73	268
Zotu23	322
Zotu70	298
Zotu34	460
Zotu101	212
Zotu5	1162
Zotu40	401
Zotu41	325
Zotu275	72
Zotu38	382
Zotu21	336
Zotu3	1641
Zotu44	322
Zotu113	121
Zotu80	167
Zotu68	308
Zotu4	1183
Zotu10	595
Zotu167	137
Zotu118	187
Zotu199	90
Zotu55	224
Zotu58	255
Zotu43	370
Zotu50	223
Zotu83	202
Zotu59	294
Zotu200	124
Zotu25	306
Zotu76	162
Zotu105	157
Zotu111	180
Zotu28	375
Zotu181	154
Zotu291	104
Zotu479	35
Zotu333	68
Zotu190	130
Zotu317	101
Zotu378	68
Zotu474	83
Zotu47	301
Zotu160	125
Zotu340	59
Zotu475	66
Zotu20	385
Zotu96	189
Zotu84	244
Zotu279	88
Zotu421	68
Zotu26	404
Zotu339	98
Zotu380	70
Zotu140	167
Zotu81	206
Zotu446	93
Zotu37	313
Zotu7	947
Zotu318	35
Zotu79	201
Zotu324	53
Zotu94	212
Zotu235	82
Zotu75	207
Zotu1431	30
Zotu98	187
Zotu112	180
Zotu209	61
Zotu256	91
Zotu273	66
Zotu669	19
Zotu371	56
Zotu276	117
Zotu509	59
Zotu61	299
Zotu29	368
Zotu33	372
Zotu204	120
Zotu166	125
Zotu542	64
Zotu297	89
Zotu15	523
Zotu441	29
Zotu218	126
Zotu453	56
Zotu16	429
Zotu67	199
Zotu495	49
Zotu277	68
Zotu91	147
Zotu351	101
Zotu87	154
Zotu19	356
Zotu236	119
Zotu49	249
Zotu22	546
Zotu264	88
Zotu225	82
Zotu599	37
Zotu555	29
Zotu243	69
Zotu311	53
Zotu409	76
Zotu535	41
Zotu954	61
Zotu158	103
Zotu520	43
Zotu341	96
Zotu558	51
Zotu262	119
Zotu196	67
