#OTU ID	Read
Zotu1	800
Zotu6	300
Zotu9	263
Zotu118	75
Zotu13	222
Zotu4	400
Zotu32	116
Zotu39	106
Zotu3	562
Zotu160	43
Zotu41	97
Zotu7	279
Zotu18	132
Zotu371	22
Zotu23	114
Zotu82	51
Zotu35	132
Zotu225	22
Zotu61	93
Zotu2	692
Zotu5	366
Zotu15	189
Zotu617	18
Zotu111	51
Zotu344	28
Zotu190	44
Zotu31	132
Zotu96	56
Zotu75	71
Zotu315	28
Zotu446	32
Zotu10	190
Zotu8	304
Zotu1176	5
Zotu92	83
Zotu24	136
Zotu47	85
Zotu91	45
Zotu43	107
Zotu36	118
Zotu301	19
Zotu421	24
Zotu318	9
Zotu143	71
Zotu340	19
Zotu76	61
Zotu34	153
Zotu410	22
Zotu236	38
Zotu112	59
Zotu65	74
Zotu218	39
Zotu56	115
Zotu120	81
Zotu64	94
Zotu1110	6
Zotu205	36
Zotu28	123
Zotu335	25
Zotu58	84
Zotu384	22
Zotu198	34
Zotu240	30
Zotu45	114
Zotu300	29
Zotu1101	5
Zotu438	7
Zotu428	16
Zotu121	48
Zotu11	216
Zotu155	41
Zotu1624	1
Zotu214	32
Zotu186	48
Zotu113	44
Zotu95	66
Zotu255	29
Zotu355	22
Zotu169	49
Zotu246	24
Zotu146	44
Zotu700	5
Zotu462	14
Zotu474	27
Zotu746	5
Zotu322	30
Zotu590	16
Zotu518	13
Zotu57	111
Zotu60	75
Zotu1121	1
Zotu180	37
Zotu37	101
Zotu152	30
Zotu14	130
Zotu405	14
Zotu277	21
Zotu248	18
Zotu99	68
Zotu954	25
Zotu481	19
Zotu607	13
Zotu351	32
Zotu276	44
Zotu135	50
Zotu743	6
Zotu330	16
Zotu12	166
Zotu189	17
Zotu453	20
Zotu122	50
Zotu892	9
Zotu437	17
Zotu1093	14
Zotu627	8
Zotu1429	1
Zotu137	46
Zotu1240	9
Zotu83	76
Zotu171	46
Zotu599	13
Zotu305	13
Zotu1380	6
Zotu19	136
Zotu208	33
Zotu44	98
Zotu1306	9
Zotu107	45
Zotu153	41
Zotu22	185
Zotu654	8
Zotu1308	6
Zotu488	12
Zotu224	26
Zotu273	20
Zotu33	105
Zotu187	27
Zotu677	7
Zotu370	18
Zotu84	91
Zotu1138	4
Zotu42	103
Zotu269	23
Zotu532	17
Zotu417	17
Zotu20	116
Zotu367	23
Zotu126	51
Zotu25	107
Zotu645	11
Zotu624	14
Zotu338	25
Zotu231	28
Zotu507	22
Zotu141	43
Zotu63	63
Zotu425	16
Zotu411	24
Zotu836	5
Zotu46	103
Zotu1278	5
Zotu26	141
Zotu284	27
Zotu206	34
Zotu460	14
Zotu212	18
Zotu71	78
Zotu1585	2
Zotu48	100
Zotu139	51
Zotu88	63
Zotu89	68
Zotu40	136
Zotu514	16
Zotu655	7
Zotu204	35
Zotu447	17
Zotu185	47
Zotu1125	3
Zotu102	65
Zotu93	74
Zotu128	46
Zotu426	19
Zotu29	130
Zotu116	61
Zotu380	29
Zotu472	12
Zotu622	17
Zotu17	139
Zotu975	4
Zotu612	10
Zotu578	23
Zotu49	90
Zotu718	7
Zotu366	28
Zotu243	14
Zotu59	86
Zotu360	22
Zotu94	57
Zotu717	5
Zotu157	42
Zotu16	145
Zotu524	21
Zotu537	8
Zotu347	14
Zotu373	35
Zotu427	19
Zotu406	26
Zotu227	33
Zotu602	19
Zotu376	18
Zotu311	20
Zotu431	18
Zotu27	132
Zotu134	75
Zotu170	40
Zotu261	22
Zotu55	74
Zotu244	25
Zotu715	10
Zotu242	35
Zotu364	19
Zotu21	113
Zotu115	56
Zotu833	13
Zotu247	43
Zotu129	53
