#OTU ID	Read
Zotu23	113
Zotu1	906
Zotu39	92
Zotu93	80
Zotu10	391
Zotu48	136
Zotu7	459
Zotu72	118
Zotu8	256
Zotu19	128
Zotu2	972
Zotu5	344
Zotu50	171
Zotu4	377
Zotu14	248
Zotu32	200
Zotu44	108
Zotu13	235
Zotu222	61
Zotu287	35
Zotu25	140
Zotu68	54
Zotu51	138
Zotu498	42
Zotu197	57
Zotu201	68
Zotu15	174
Zotu31	113
Zotu37	84
Zotu168	67
Zotu96	50
Zotu102	74
Zotu33	88
Zotu308	62
Zotu17	219
Zotu11	321
Zotu292	36
Zotu1940	19
Zotu1687	48
Zotu109	73
Zotu71	119
Zotu58	132
Zotu101	54
Zotu416	20
Zotu151	69
Zotu141	55
Zotu9	292
Zotu817	38
Zotu1335	30
Zotu302	67
Zotu1239	15
Zotu1777	13
Zotu3	463
Zotu727	20
Zotu909	38
Zotu2138	21
Zotu244	58
Zotu199	31
Zotu139	108
Zotu2050	8
Zotu202	64
Zotu1030	15
Zotu456	39
Zotu733	35
Zotu1856	32
Zotu261	45
Zotu1205	51
Zotu30	176
Zotu188	75
Zotu1573	4
Zotu1024	26
Zotu1223	29
Zotu56	180
Zotu28	179
Zotu1052	25
Zotu47	115
Zotu77	117
Zotu618	52
Zotu816	36
Zotu21	190
Zotu34	187
Zotu760	32
Zotu951	24
Zotu834	43
Zotu1925	27
Zotu1689	16
Zotu119	60
Zotu143	71
Zotu1166	11
Zotu880	52
Zotu585	22
Zotu74	90
Zotu252	44
Zotu579	26
Zotu6	433
Zotu357	48
Zotu193	55
Zotu1304	17
Zotu1081	2
Zotu701	48
Zotu73	72
Zotu533	64
Zotu1412	21
Zotu294	71
Zotu404	37
Zotu2278	40
Zotu781	20
Zotu351	29
Zotu398	54
Zotu253	63
Zotu186	51
Zotu1669	22
Zotu875	28
Zotu1212	9
Zotu2109	7
Zotu61	147
Zotu134	43
Zotu1959	12
Zotu1018	48
Zotu1250	24
Zotu2250	36
Zotu2022	8
Zotu981	24
Zotu216	50
Zotu1022	53
Zotu982	36
Zotu2184	15
Zotu921	11
Zotu67	91
Zotu117	128
Zotu966	24
Zotu1927	11
Zotu1146	29
Zotu212	79
Zotu2149	17
Zotu1916	36
Zotu69	70
Zotu354	53
Zotu1558	12
Zotu78	92
Zotu2069	71
Zotu87	99
Zotu162	86
Zotu331	40
Zotu1811	24
Zotu993	20
Zotu166	106
Zotu1589	10
Zotu1740	14
Zotu586	87
Zotu2310	84
Zotu470	26
Zotu1183	25
Zotu1850	35
Zotu320	36
Zotu664	50
Zotu1684	39
Zotu942	14
Zotu62	102
Zotu861	16
Zotu97	61
Zotu29	145
Zotu1281	23
Zotu1960	38
Zotu728	27
Zotu100	57
Zotu477	21
Zotu82	73
Zotu99	57
Zotu911	26
Zotu1399	56
Zotu392	24
Zotu678	11
Zotu190	50
Zotu554	43
Zotu334	40
Zotu1615	7
Zotu481	27
Zotu258	38
Zotu1885	24
Zotu374	50
Zotu1292	23
Zotu224	32
Zotu509	32
Zotu670	28
Zotu194	59
Zotu1319	20
Zotu2256	15
Zotu1957	6
Zotu27	144
Zotu1405	35
Zotu231	67
Zotu634	52
Zotu2096	10
Zotu2292	20
Zotu1677	54
Zotu459	22
Zotu1516	14
Zotu1376	45
Zotu137	56
Zotu1074	18
Zotu385	38
Zotu677	47
Zotu1720	14
Zotu638	38
Zotu876	54
Zotu2054	18
Zotu577	24
Zotu954	6
Zotu20	180
Zotu105	85
Zotu711	23
Zotu86	81
Zotu1922	52
Zotu1247	9
Zotu215	29
Zotu1369	60
Zotu85	66
Zotu1765	16
Zotu440	47
Zotu492	29
Zotu350	45
Zotu362	63
Zotu269	88
Zotu996	28
Zotu92	68
Zotu104	86
Zotu1219	28
Zotu491	13
Zotu2198	43
Zotu1471	32
Zotu1896	12
Zotu1313	32
Zotu2123	12
Zotu380	28
Zotu2280	1
Zotu609	39
Zotu980	19
Zotu396	44
Zotu1140	52
Zotu1762	14
Zotu1002	43
Zotu42	100
Zotu1045	17
Zotu791	81
Zotu1786	32
Zotu18	134
Zotu882	46
Zotu694	26
Zotu1416	19
Zotu2189	24
Zotu1012	13
Zotu1809	23
Zotu108	64
Zotu1415	15
Zotu1635	46
Zotu867	38
Zotu1773	10
Zotu26	254
Zotu590	60
Zotu600	55
Zotu2047	20
Zotu1950	11
Zotu960	45
Zotu2202	17
Zotu1455	9
Zotu1774	40
Zotu596	53
Zotu2122	7
Zotu2197	8
Zotu275	23
Zotu24	133
Zotu288	54
Zotu1933	26
Zotu318	38
Zotu702	49
Zotu1026	20
Zotu410	40
