#OTU ID	Read
Zotu1	4410
Zotu11	415
Zotu5	1173
Zotu34	188
Zotu9	627
Zotu3	1700
Zotu7	901
Zotu6	988
Zotu2	1429
Zotu90	62
Zotu19	264
Zotu4	1516
Zotu16	381
Zotu33	238
Zotu37	230
Zotu12	586
Zotu15	401
Zotu97	56
Zotu51	174
Zotu129	54
Zotu18	272
Zotu21	267
Zotu104	36
Zotu397	17
Zotu13	395
Zotu144	22
Zotu8	694
Zotu87	52
Zotu60	119
Zotu17	336
Zotu298	13
Zotu10	499
Zotu74	31
Zotu39	201
Zotu872	3
Zotu290	15
Zotu150	42
Zotu30	199
Zotu109	32
Zotu50	122
Zotu464	7
Zotu1289	4
Zotu14	384
Zotu338	6
Zotu113	47
Zotu52	89
Zotu446	21
Zotu457	22
Zotu81	52
Zotu48	125
Zotu32	219
Zotu77	57
Zotu35	212
Zotu1178	11
Zotu189	17
Zotu585	5
Zotu56	88
Zotu117	49
Zotu25	225
Zotu929	5
Zotu218	21
Zotu308	23
Zotu44	135
Zotu55	91
Zotu862	4
Zotu1261	5
Zotu103	41
Zotu302	14
Zotu24	223
Zotu257	16
Zotu41	192
Zotu1207	3
Zotu27	224
Zotu340	19
Zotu29	202
Zotu396	12
Zotu569	13
Zotu31	178
Zotu277	26
Zotu463	12
Zotu216	24
Zotu847	14
Zotu119	29
Zotu38	177
Zotu473	7
Zotu147	36
Zotu447	7
Zotu301	11
Zotu58	141
Zotu227	12
Zotu923	4
Zotu1125	4
Zotu197	15
Zotu980	13
Zotu23	233
Zotu596	6
Zotu43	175
Zotu26	186
Zotu154	18
Zotu243	21
Zotu1382	4
Zotu252	19
Zotu1320	5
Zotu168	25
Zotu1223	5
Zotu456	24
Zotu95	50
Zotu1470	7
Zotu208	31
Zotu61	86
Zotu400	18
Zotu740	12
Zotu62	103
Zotu212	21
Zotu621	11
Zotu171	25
Zotu192	17
Zotu1298	1
Zotu45	140
Zotu68	95
Zotu709	2
Zotu116	35
Zotu93	49
Zotu513	12
Zotu204	22
Zotu115	46
Zotu28	206
Zotu120	33
Zotu595	10
Zotu342	12
Zotu202	20
Zotu184	11
Zotu416	6
Zotu267	14
Zotu40	173
Zotu53	82
Zotu598	9
Zotu913	8
Zotu341	18
Zotu84	79
Zotu527	15
Zotu363	16
Zotu635	15
Zotu107	36
Zotu1247	6
Zotu54	85
Zotu380	22
Zotu1362	18
Zotu264	6
Zotu289	19
Zotu162	31
Zotu438	15
Zotu483	12
Zotu983	9
Zotu873	2
Zotu198	16
Zotu689	4
Zotu57	91
Zotu251	20
Zotu770	10
Zotu1475	6
Zotu530	7
Zotu432	3
Zotu59	69
Zotu262	14
Zotu294	14
Zotu827	9
Zotu1068	12
Zotu65	108
Zotu46	160
Zotu88	54
Zotu20	242
Zotu47	124
Zotu75	60
Zotu78	48
Zotu367	11
Zotu369	18
Zotu167	30
Zotu468	5
Zotu567	6
Zotu440	19
Zotu256	27
Zotu149	29
Zotu1370	8
Zotu453	8
Zotu98	43
Zotu80	56
Zotu244	20
Zotu223	34
