#OTU ID	Read
Zotu1	7279
Zotu5	3498
Zotu3	4874
Zotu43	1033
Zotu37	909
Zotu6	2801
Zotu2	6494
Zotu34	1242
Zotu4	3537
Zotu13	1944
Zotu11	2058
Zotu8	2436
Zotu24	1316
Zotu44	1051
Zotu15	1619
Zotu9	2020
Zotu14	1156
Zotu56	984
Zotu10	1753
Zotu7	2850
Zotu40	1116
Zotu29	1157
Zotu70	864
Zotu18	1163
Zotu22	1617
Zotu38	1109
Zotu33	1106
Zotu58	692
Zotu93	555
Zotu31	1219
Zotu73	795
Zotu39	969
Zotu30	934
Zotu67	642
Zotu66	545
Zotu68	890
Zotu36	887
Zotu23	994
Zotu12	1293
Zotu35	983
Zotu19	1064
Zotu47	904
Zotu84	706
Zotu27	1262
Zotu16	1281
Zotu81	602
Zotu72	639
Zotu52	696
Zotu49	826
Zotu20	1044
Zotu111	505
Zotu71	716
Zotu105	467
Zotu101	588
Zotu98	619
Zotu42	1035
Zotu41	916
Zotu28	1177
Zotu61	892
Zotu78	568
Zotu57	990
Zotu55	698
Zotu262	324
Zotu95	514
Zotu143	551
Zotu196	247
Zotu85	582
Zotu148	435
Zotu113	355
Zotu144	460
Zotu90	604
Zotu114	501
Zotu446	300
Zotu21	959
Zotu26	1112
Zotu50	702
Zotu75	583
Zotu45	915
Zotu82	467
Zotu83	642
Zotu169	410
Zotu65	652
Zotu137	331
Zotu80	519
Zotu130	351
Zotu277	221
Zotu64	761
Zotu188	379
Zotu204	352
Zotu199	267
Zotu53	956
Zotu285	260
Zotu253	347
Zotu25	958
Zotu87	470
Zotu94	560
Zotu200	379
Zotu459	160
Zotu32	1071
Zotu121	457
Zotu166	418
Zotu225	262
Zotu231	235
Zotu261	245
Zotu340	173
Zotu46	823
Zotu86	399
Zotu102	556
Zotu648	116
Zotu69	505
Zotu173	414
Zotu77	557
Zotu59	801
Zotu123	300
Zotu190	393
Zotu257	287
Zotu48	875
Zotu100	546
Zotu140	454
Zotu155	356
Zotu131	490
Zotu63	640
Zotu291	295
Zotu174	270
Zotu167	404
Zotu245	160
Zotu339	304
Zotu351	273
Zotu307	280
Zotu344	203
Zotu160	399
Zotu154	355
Zotu62	779
Zotu164	296
Zotu135	472
Zotu112	548
Zotu380	211
Zotu107	491
Zotu17	1192
Zotu297	236
Zotu258	270
Zotu88	498
Zotu201	249
Zotu153	424
Zotu298	257
Zotu276	322
Zotu125	399
Zotu134	549
Zotu486	191
Zotu172	363
Zotu162	227
Zotu324	157
Zotu99	570
Zotu378	176
Zotu318	115
Zotu76	459
Zotu234	236
Zotu362	291
Zotu233	397
Zotu119	461
Zotu312	219
Zotu265	218
Zotu203	277
Zotu110	615
Zotu229	289
Zotu206	345
Zotu491	151
Zotu138	461
Zotu478	92
Zotu358	167
Zotu220	356
Zotu165	421
Zotu149	460
Zotu421	201
Zotu51	857
Zotu115	484
Zotu202	356
Zotu96	552
Zotu152	284
Zotu118	540
Zotu453	149
Zotu558	170
Zotu207	394
Zotu161	352
Zotu275	226
Zotu235	259
Zotu151	288
Zotu181	467
Zotu509	194
Zotu369	262
Zotu288	247
Zotu252	267
Zotu128	411
Zotu394	188
Zotu79	549
Zotu273	222
Zotu317	246
Zotu117	516
Zotu954	151
Zotu109	489
Zotu236	314
Zotu396	211
Zotu147	357
Zotu250	258
Zotu466	94
Zotu367	241
Zotu146	416
Zotu382	199
Zotu433	176
Zotu124	541
Zotu60	714
Zotu103	364
Zotu290	241
Zotu221	210
Zotu609	79
Zotu475	199
Zotu458	122
Zotu383	227
Zotu400	161
Zotu219	399
Zotu74	695
Zotu1363	61
Zotu337	189
Zotu186	411
Zotu441	65
Zotu156	365
Zotu127	492
Zotu192	293
Zotu465	158
Zotu216	206
Zotu139	407
Zotu264	241
Zotu158	286
Zotu333	210
Zotu163	311
Zotu211	286
Zotu347	159
Zotu256	256
Zotu259	350
Zotu623	92
Zotu397	291
Zotu642	122
Zotu97	360
Zotu1108	46
Zotu341	265
Zotu240	226
Zotu407	170
Zotu185	322
Zotu255	251
Zotu198	271
Zotu390	168
Zotu520	137
Zotu1606	33
Zotu410	200
Zotu513	89
Zotu120	638
Zotu183	371
Zotu734	64
Zotu371	145
Zotu279	268
Zotu821	58
Zotu271	237
Zotu171	417
Zotu778	125
Zotu142	491
Zotu129	419
Zotu315	269
Zotu193	245
Zotu474	216
Zotu375	230
Zotu1118	22
Zotu374	176
Zotu205	314
Zotu106	522
Zotu470	151
Zotu1296	20
Zotu643	133
Zotu286	202
Zotu536	161
Zotu141	311
Zotu214	318
Zotu994	61
Zotu89	575
Zotu191	340
Zotu542	167
Zotu376	200
Zotu92	622
Zotu306	253
Zotu553	108
Zotu406	245
Zotu150	431
Zotu126	496
Zotu194	298
Zotu270	210
Zotu853	53
Zotu283	222
Zotu569	122
Zotu195	255
Zotu735	88
Zotu343	159
Zotu479	98
Zotu878	71
Zotu431	131
Zotu320	249
Zotu640	85
Zotu804	63
Zotu448	156
Zotu896	71
Zotu224	273
Zotu462	122
Zotu849	95
Zotu386	141
Zotu889	59
Zotu363	214
Zotu177	241
Zotu1180	11
Zotu210	204
Zotu554	161
Zotu244	198
Zotu752	54
Zotu597	87
Zotu1022	48
Zotu348	202
Zotu464	143
Zotu223	288
Zotu218	338
Zotu617	138
Zotu477	154
Zotu880	41
Zotu758	79
Zotu1327	47
Zotu1245	37
Zotu180	302
Zotu1302	22
Zotu443	125
Zotu765	84
Zotu754	107
Zotu947	34
Zotu227	268
Zotu732	59
Zotu566	141
Zotu423	119
Zotu222	301
Zotu197	411
Zotu243	203
Zotu122	501
Zotu714	96
Zotu331	220
Zotu352	173
Zotu209	217
Zotu405	165
Zotu724	74
Zotu242	309
Zotu937	71
Zotu292	255
Zotu1219	13
Zotu314	210
Zotu364	209
Zotu836	37
Zotu669	56
Zotu136	267
Zotu237	219
Zotu302	213
Zotu104	626
Zotu598	113
Zotu272	236
Zotu884	44
Zotu274	286
Zotu751	45
Zotu419	170
Zotu182	270
Zotu763	43
Zotu330	186
Zotu987	65
Zotu894	62
Zotu304	217
Zotu393	245
Zotu522	110
Zotu483	133
Zotu247	318
Zotu525	78
Zotu589	110
Zotu1149	59
Zotu737	52
Zotu1431	76
Zotu414	210
Zotu619	50
Zotu399	179
Zotu132	400
Zotu786	47
Zotu91	405
Zotu548	100
Zotu971	34
Zotu940	36
Zotu361	208
Zotu299	196
Zotu1171	65
Zotu449	143
Zotu145	293
Zotu1096	44
Zotu496	117
Zotu943	93
Zotu440	126
Zotu848	80
Zotu557	94
Zotu978	55
Zotu249	197
Zotu168	413
Zotu903	50
Zotu213	362
Zotu267	205
Zotu179	345
Zotu839	54
Zotu727	83
Zotu854	80
Zotu447	157
Zotu794	49
Zotu418	136
Zotu535	84
Zotu226	227
Zotu289	197
Zotu710	93
Zotu316	283
Zotu310	293
Zotu282	186
Zotu493	88
Zotu54	661
Zotu707	96
Zotu280	193
Zotu108	445
Zotu157	361
Zotu311	175
Zotu571	148
Zotu495	131
Zotu248	164
Zotu532	125
Zotu872	76
Zotu379	152
Zotu686	150
Zotu345	265
Zotu905	75
Zotu523	104
Zotu755	94
Zotu334	212
Zotu434	135
Zotu867	127
Zotu409	208
Zotu176	453
Zotu555	79
Zotu215	290
Zotu327	254
Zotu442	161
Zotu326	225
Zotu281	304
Zotu385	174
Zotu559	120
Zotu133	561
Zotu599	110
Zotu560	88
Zotu484	146
Zotu445	107
Zotu463	133
Zotu981	26
Zotu266	305
Zotu651	91
Zotu956	75
Zotu359	166
Zotu300	278
Zotu391	172
Zotu116	469
Zotu844	60
Zotu356	130
Zotu635	93
Zotu395	198
Zotu893	40
Zotu810	47
Zotu995	61
Zotu439	129
Zotu602	133
Zotu573	128
Zotu667	80
Zotu1252	35
Zotu332	163
Zotu629	83
Zotu278	199
Zotu1395	39
Zotu1101	36
Zotu346	200
Zotu639	124
Zotu1110	42
Zotu649	74
Zotu392	186
Zotu217	321
Zotu746	45
Zotu503	114
Zotu678	66
Zotu325	252
Zotu402	136
Zotu384	208
Zotu1113	53
Zotu230	245
Zotu159	499
Zotu1161	38
Zotu781	75
Zotu1232	31
Zotu461	112
Zotu254	241
Zotu759	65
Zotu212	325
Zotu813	61
Zotu309	171
Zotu313	154
Zotu713	72
Zotu373	256
Zotu293	174
Zotu1006	44
Zotu658	85
Zotu460	120
Zotu481	216
Zotu1016	53
Zotu178	338
Zotu834	42
Zotu720	56
Zotu1585	28
Zotu1312	23
Zotu422	176
Zotu790	38
Zotu703	71
Zotu782	48
Zotu1107	31
Zotu897	84
Zotu595	155
Zotu857	79
Zotu939	109
Zotu455	194
Zotu702	76
Zotu541	152
Zotu411	126
Zotu239	261
Zotu621	99
Zotu913	71
Zotu1326	113
Zotu336	230
Zotu843	39
Zotu389	176
Zotu723	44
Zotu294	235
Zotu910	48
Zotu605	94
Zotu329	284
Zotu601	119
Zotu514	142
Zotu655	48
Zotu529	144
Zotu1444	24
Zotu918	65
Zotu184	247
Zotu1001	42
Zotu287	247
Zotu672	102
Zotu990	44
Zotu450	166
Zotu917	107
Zotu467	154
Zotu295	216
Zotu360	175
Zotu739	71
Zotu335	204
Zotu673	42
Zotu1278	30
Zotu1121	15
Zotu852	83
Zotu368	178
Zotu716	94
Zotu187	237
Zotu1341	26
Zotu1208	28
Zotu506	124
Zotu444	142
Zotu1152	33
Zotu613	128
Zotu469	200
Zotu618	193
Zotu527	113
Zotu1305	30
Zotu507	164
Zotu1638	13
Zotu438	121
Zotu924	32
Zotu208	315
Zotu831	138
Zotu1619	43
Zotu584	80
Zotu269	202
Zotu175	207
Zotu930	33
Zotu540	78
Zotu901	46
Zotu1564	24
Zotu891	63
Zotu768	43
Zotu1331	10
Zotu1605	8
Zotu827	55
Zotu1379	50
Zotu1147	60
Zotu1013	30
Zotu1087	30
Zotu456	164
Zotu1378	21
Zotu429	123
Zotu189	167
Zotu722	100
Zotu381	143
Zotu574	96
Zotu319	225
Zotu657	141
Zotu1513	6
Zotu825	200
Zotu719	50
Zotu805	92
Zotu743	55
Zotu1240	69
Zotu1286	26
Zotu789	108
Zotu607	114
Zotu476	142
Zotu1494	49
Zotu436	165
Zotu1021	37
Zotu427	171
Zotu808	54
Zotu1581	29
Zotu1078	16
Zotu1624	4
Zotu1054	34
Zotu308	257
Zotu952	112
Zotu228	202
Zotu991	47
Zotu1573	26
Zotu638	86
Zotu795	30
Zotu499	77
Zotu1339	49
Zotu688	59
Zotu700	66
Zotu715	61
Zotu408	164
Zotu871	62
Zotu582	81
Zotu1563	88
Zotu473	148
Zotu301	154
Zotu1439	40
Zotu610	64
Zotu388	132
Zotu1243	20
Zotu944	37
