#OTU ID	Read
Zotu41	12
Zotu3	62
Zotu28	21
Zotu9	36
Zotu524	4
Zotu174	4
Zotu647	3
Zotu98	3
Zotu82	7
Zotu1240	1
Zotu437	4
Zotu1265	1
Zotu410	4
Zotu34	21
Zotu335	4
Zotu58	11
Zotu2	79
Zotu227	2
Zotu472	1
Zotu205	2
Zotu12	15
Zotu48	12
Zotu69	8
Zotu35	21
Zotu4	44
Zotu668	2
Zotu39	9
Zotu1027	1
Zotu754	3
Zotu25	10
Zotu21	10
Zotu367	3
Zotu904	1
Zotu59	8
Zotu431	4
Zotu360	5
Zotu242	5
Zotu116	6
Zotu245	2
Zotu389	1
Zotu76	8
Zotu75	4
Zotu284	2
Zotu7	39
Zotu356	2
Zotu294	3
Zotu197	7
Zotu1025	1
Zotu342	3
Zotu646	2
Zotu1327	1
Zotu49	14
Zotu740	1
Zotu1	92
Zotu926	1
Zotu145	7
Zotu10	23
Zotu1200	1
Zotu985	2
Zotu230	9
Zotu269	1
Zotu325	6
Zotu144	6
Zotu224	3
Zotu336	5
Zotu1359	1
Zotu45	7
Zotu111	2
Zotu26	15
Zotu14	19
Zotu24	18
Zotu182	3
Zotu44	13
Zotu247	5
Zotu414	4
Zotu109	5
Zotu292	6
Zotu527	3
Zotu160	4
Zotu1237	1
Zotu181	5
Zotu81	6
Zotu5	45
Zotu1444	1
Zotu77	4
Zotu84	6
Zotu130	7
Zotu602	3
Zotu831	6
Zotu1411	3
Zotu488	3
Zotu135	6
Zotu597	1
Zotu860	2
Zotu511	2
Zotu343	5
Zotu36	16
Zotu1239	1
Zotu30	14
Zotu27	11
Zotu952	2
Zotu857	2
Zotu85	12
Zotu322	4
Zotu22	16
Zotu61	11
Zotu140	7
Zotu185	4
Zotu302	4
Zotu18	16
Zotu366	4
Zotu11	23
Zotu394	2
Zotu64	9
Zotu1611	1
Zotu634	3
Zotu38	16
Zotu129	4
Zotu462	3
Zotu590	1
Zotu31	12
Zotu43	13
Zotu179	4
Zotu70	13
Zotu106	9
Zotu71	14
Zotu799	1
Zotu515	3
Zotu122	9
Zotu156	9
Zotu47	6
Zotu494	2
Zotu234	4
Zotu152	5
Zotu710	1
Zotu616	2
Zotu485	2
Zotu167	5
Zotu484	2
Zotu19	13
Zotu120	13
Zotu40	17
Zotu83	11
Zotu820	2
Zotu856	1
Zotu395	5
Zotu17	20
Zotu108	2
Zotu1403	2
Zotu283	3
Zotu100	10
Zotu101	5
Zotu404	2
Zotu264	6
Zotu6	24
Zotu999	1
Zotu226	3
Zotu875	2
Zotu115	6
Zotu286	4
Zotu29	12
Zotu73	11
Zotu60	9
Zotu225	2
Zotu316	7
Zotu168	4
Zotu566	3
Zotu180	3
Zotu514	3
Zotu509	2
Zotu499	1
Zotu1542	1
Zotu1300	1
Zotu207	5
Zotu1099	1
Zotu570	3
Zotu1582	1
Zotu65	6
Zotu449	3
Zotu818	1
Zotu1548	1
Zotu352	4
Zotu447	5
Zotu538	4
Zotu679	2
Zotu1021	1
Zotu52	4
Zotu50	11
