rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	536	1363	100	533.888	76.1	59.8
Enterococcus_4;size=4	1	1381	415	1381	100	413.767	74.4	59.7
Staphylococcus_4;size=4	1	1372	2612	1372	100	2606.01	76.1	38.2
Bacillus_4_5;size=3	1	1370	588	1370	100	586.526	73.4	14.5
Bacillus_7;size=2	1	1370	320	1370	100	319.353	76.6	14.5
Escherichia_5;size=2	1	1363	378	1363	100	377.248	75.5	18.4
Listeria_2_5;size=2	1	1370	680	1370	100	678.431	74.7	16.3
Listeria_6;size=2	1	1370	387	1370	100	386.241	75.4	16.4
Bacillus_1;size=1	1	1370	131	1370	100	130.612	72.7	13.6
Bacillus_3;size=1	1	1370	80	1370	100	79.8766	77.3	15.2
Bacillus_8;size=1	1	1370	159	1370	100	158.654	75.3	30.8
Bacillus_9;size=1	1	1370	164	1370	100	162.682	73.9	19.2
Escherichia_1;size=1	1	1363	192	1363	100	191.527	75.6	59.7
Escherichia_2;size=1	1	1363	198	1363	100	197.622	77.8	17.7
Escherichia_4;size=1	1	1363	151	1363	100	150.759	80.8	59.2
Escherichia_6;size=1	1	1363	141	1363	100	139.899	74.9	59
Escherichia_7;size=1	1	1363	150	1363	100	149.736	79.4	59.1
Lactobacillus_1;size=1	1	1406	380	1406	100	379.068	74.3	53.6
Lactobacillus_2;size=1	1	1396	277	1396	100	276.384	75.7	33.5
Lactobacillus_3;size=1	1	1396	439	1396	100	437.994	75.3	28.8
Lactobacillus_4;size=1	1	1396	401	1396	100	400.189	74.9	36.9
Lactobacillus_5;size=1	1	1396	290	1396	100	288.9	73.4	43.8
Listeria_1;size=1	1	1370	279	1370	100	278.396	74.4	18.4
Pseudomonas_1_2_3_4;size=1	1	1357	875	1357	100	873.02	76.7	60
Salmonella_7;size=1	1	1363	65	1363	100	64.8459	73.6	59.4
Staphylococcus_2;size=1	1	1372	608	1372	100	606.608	74.4	49.2
Staphylococcus_3;size=1	1	1372	484	1372	100	483.066	76.7	40.8
