rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	16	1363	100	15.9663	70.5	60
Enterococcus_4;size=4	1	1381	20	1381	100	19.9739	80.1	60
Staphylococcus_4;size=4	1	1372	109	1372	100	108.828	79.7	37.8
Bacillus_4_5;size=3	1	1370	24	1370	100	23.9314	68.6	14.9
Bacillus_7;size=2	1	1370	18	1370	100	17.9869	85.2	14.6
Escherichia_5;size=2	1	1363	20	1363	100	19.9685	77.5	17.9
Listeria_2_5;size=2	1	1370	27	1370	100	26.9394	75.4	16.1
Listeria_6;size=2	1	1370	15	1370	100	14.9584	70.6	16.7
Bacillus_1;size=1	1	1370	5	1370	100	4.97591	54.3	15.8
Bacillus_3;size=1	1	1370	2	1370	100	2	92	14
Bacillus_8;size=1	1	1370	9	1370	100	8.99343	83.3	30.2
Bacillus_9;size=1	1	1370	8	1370	100	7.87226	64	17.4
Escherichia_1;size=1	1	1363	9	1363	100	8.97799	64.8	60
Escherichia_2;size=1	1	1363	13	1363	100	12.9464	75.5	19
Escherichia_4;size=1	1	1363	7	1363	100	6.9956	88.9	60
Escherichia_6;size=1	1	1363	4	1363	100	4	92.8	60
Escherichia_7;size=1	1	1363	3	1363	100	2.99853	89.3	60
Lactobacillus_1;size=1	1	1406	11	1406	100	10.9979	88.8	54.1
Lactobacillus_2;size=1	1	1396	14	1396	100	13.9807	77.9	32.6
Lactobacillus_3;size=1	1	1396	11	1396	100	10.9728	63.8	30.6
Lactobacillus_4;size=1	1	1396	21	1396	100	20.9699	79.5	37.5
Lactobacillus_5;size=1	1	1396	7	1396	100	6.94914	73.9	39.6
Listeria_1;size=1	1	1370	14	1370	100	13.9642	68.6	18.9
Pseudomonas_1_2_3_4;size=1	1	1357	41	1357	100	40.9005	76.3	60
Salmonella_7;size=1	1	1363	3	1363	100	2.99927	92.8	60
Staphylococcus_2;size=1	1	1372	28	1372	100	27.9599	75.2	48.8
Staphylococcus_3;size=1	1	1372	32	1372	100	31.9074	71.5	39.9
