rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	187	1363	100	185.847	44.1	57.9
Enterococcus_4;size=4	1	1381	427	1381	100	425.332	44	59
Staphylococcus_4;size=4	1	1372	508	1372	100	505.098	44.1	32.8
Bacillus_4_5;size=3	1	1370	182	1370	100	181.292	43.3	11.6
Bacillus_7;size=2	1	1370	110	1370	100	109.461	43.5	10.6
Escherichia_5;size=2	1	1363	62	1363	100	61.7762	43.9	18
Listeria_2_5;size=2	1	1370	291	1370	100	290.007	43.1	14.3
Listeria_6;size=2	1	1370	231	1370	100	230.275	43.5	15.9
Bacillus_1;size=1	1	1370	52	1370	100	51.7657	41.9	10.3
Bacillus_3;size=1	1	1370	59	1370	100	58.7796	42.7	13.5
Bacillus_8;size=1	1	1370	132	1370	100	130.179	43.2	23.2
Bacillus_9;size=1	1	1370	97	1370	100	96.6482	43.4	9.73
Escherichia_1;size=1	1	1363	42	1363	100	41.6955	43	44.4
Escherichia_2;size=1	1	1363	21	1363	100	20.9567	44.4	16.8
Escherichia_4;size=1	1	1363	41	1363	100	40.8474	42.5	55.1
Escherichia_6;size=1	1	1363	30	1363	100	29.6669	42.5	54.5
Escherichia_7;size=1	1	1363	39	1363	100	38.8166	44.2	49.6
Lactobacillus_1;size=1	1	1406	76	1406	100	75.0797	41.7	37.8
Lactobacillus_2;size=1	1	1396	90	1396	100	89.2199	42	22.8
Lactobacillus_3;size=1	1	1396	154	1396	100	152.65	41.7	21
Lactobacillus_4;size=1	1	1396	118	1396	100	116.62	42.2	33.3
Lactobacillus_5;size=1	1	1396	129	1396	100	128.203	41.9	39.6
Listeria_1;size=1	1	1370	131	1370	100	130.277	43.4	15.6
Pseudomonas_1_2_3_4;size=1	1	1357	50	1357	100	49.4775	43.7	60
Salmonella_7;size=1	1	1363	38	1363	100	37.6581	43.9	53.5
Staphylococcus_2;size=1	1	1372	134	1372	100	133.577	43.5	41.6
Staphylococcus_3;size=1	1	1372	105	1372	100	103.643	43.3	29.5
