rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	8	1363	100	7.98313	44.3	60
Enterococcus_4;size=4	1	1381	13	1381	100	12.9413	45	59.4
Staphylococcus_4;size=4	1	1372	26	1372	100	25.871	44	30.9
Bacillus_4_5;size=3	1	1370	13	1370	100	12.9577	43.9	12.6
Bacillus_7;size=2	1	1370	5	1370	100	4.98321	42.5	11.8
Escherichia_5;size=2	1	1363	2	1363	100	1.97212	43.3	21.5
Listeria_2_5;size=2	1	1370	13	1370	100	12.9803	44.2	15.1
Listeria_6;size=2	1	1370	17	1370	100	16.935	42.4	16
Bacillus_1;size=1	1	1370	4	1370	100	3.96934	40.2	9
Bacillus_3;size=1	1	1370	4	1370	100	3.9781	40.9	20.2
Bacillus_8;size=1	1	1370	5	1370	100	4.98832	42.7	32.6
Bacillus_9;size=1	1	1370	10	1370	100	9.97007	42.6	4.2
Escherichia_1;size=1	1	1363	2	1362	99.9266	1.9934	46.5	29
Escherichia_2;size=1	1	1363	4	1363	100	4	46.1	12.5
Escherichia_4;size=1	1	1363	1	1361	99.8533	0.998533	41	14
Escherichia_6;size=1	1	1363	1	1361	99.8533	0.998533	45.2	0
Escherichia_7;size=1	1	1363	4	1363	100	3.82098	44.4	45
Lactobacillus_1;size=1	1	1406	3	1406	100	2.98009	42.6	33.3
Lactobacillus_2;size=1	1	1396	5	1396	100	4.9606	42.7	6.6
Lactobacillus_3;size=1	1	1396	8	1396	100	7.9606	39.6	25.9
Lactobacillus_4;size=1	1	1396	5	1396	100	4.85458	43.6	20.2
Lactobacillus_5;size=1	1	1396	4	1396	100	3.99212	44.2	45.5
Listeria_1;size=1	1	1370	8	1370	100	7.97299	44.7	16.6
Pseudomonas_1_2_3_4;size=1	1	1357	4	1357	100	3.97789	42	60
Salmonella_7;size=1	1	1363	2	1363	100	1.99266	43.6	60
Staphylococcus_2;size=1	1	1372	6	1372	100	5.97595	42.1	47
Staphylococcus_3;size=1	1	1372	8	1372	100	7.37536	44.9	33
