rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	7028	1363	100	7016.93	39.6	57.8
Enterococcus_4;size=4	1	1381	11988	1381	100	11966	39.6	59.3
Staphylococcus_4;size=4	1	1372	16952	1372	100	16922.5	39.6	32.9
Bacillus_4_5;size=3	1	1370	5914	1370	100	5905.19	39.6	11
Bacillus_7;size=2	1	1370	3218	1370	100	3213.82	39.6	11.1
Escherichia_5;size=2	1	1363	2107	1363	100	2104.5	39.6	17.7
Listeria_2_5;size=2	1	1370	9436	1370	100	9425.83	39.6	15.7
Listeria_6;size=2	1	1370	6064	1370	100	6055.78	39.6	15.2
Bacillus_1;size=1	1	1370	2123	1370	100	2120	39.7	10.4
Bacillus_3;size=1	1	1370	1756	1370	100	1753.59	39.6	13.7
Bacillus_8;size=1	1	1370	3413	1370	100	3408.37	39.6	21.6
Bacillus_9;size=1	1	1370	3318	1370	100	3312	39.6	10
Escherichia_1;size=1	1	1363	1207	1363	100	1204.55	39.6	47.2
Escherichia_2;size=1	1	1363	1085	1363	100	1083.66	39.6	15.7
Escherichia_4;size=1	1	1363	1057	1363	100	1055.57	39.6	46.8
Escherichia_6;size=1	1	1363	1025	1363	100	1022.37	39.7	51.4
Escherichia_7;size=1	1	1363	1216	1363	100	1212.6	39.6	46.4
Lactobacillus_1;size=1	1	1406	2786	1406	100	2772.83	39.6	39.4
Lactobacillus_2;size=1	1	1396	2752	1396	100	2743.4	39.6	22.8
Lactobacillus_3;size=1	1	1396	5167	1396	100	5155.51	39.6	20.3
Lactobacillus_4;size=1	1	1396	4228	1396	100	4215.89	39.6	31.1
Lactobacillus_5;size=1	1	1396	3800	1396	100	3791.86	39.6	36.6
Listeria_1;size=1	1	1370	3660	1370	100	3647.83	39.6	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	1476	1357	100	1473.62	39.6	59.9
Salmonella_7;size=1	1	1363	1301	1363	100	1298.06	39.7	52.3
Staphylococcus_2;size=1	1	1372	3959	1372	100	3953.07	39.6	37.7
Staphylococcus_3;size=1	1	1372	3794	1372	100	3787.17	39.6	27.1
