rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	2558	1363	100	2551.48	76.2	59.8
Enterococcus_4;size=4	1	1381	1762	1381	100	1756.98	75.1	59.9
Staphylococcus_4;size=4	1	1372	11374	1372	100	11345.9	75.7	38.3
Bacillus_4_5;size=3	1	1370	2412	1370	100	2406.16	75.6	14.4
Bacillus_7;size=2	1	1370	1378	1370	100	1375.18	75.4	14.6
Escherichia_5;size=2	1	1363	1662	1363	100	1658.8	76.3	18.4
Listeria_2_5;size=2	1	1370	3104	1370	100	3096.76	75.2	16.1
Listeria_6;size=2	1	1370	1773	1370	100	1769.04	74.6	16.7
Bacillus_1;size=1	1	1370	565	1370	100	563.639	74.3	14
Bacillus_3;size=1	1	1370	411	1370	100	410.105	75.4	15.1
Bacillus_8;size=1	1	1370	691	1370	100	689.42	74.7	30.2
Bacillus_9;size=1	1	1370	785	1370	100	782.191	72.7	18.5
Escherichia_1;size=1	1	1363	845	1363	100	843.202	76.2	59.8
Escherichia_2;size=1	1	1363	846	1363	100	844.368	76.7	18
Escherichia_4;size=1	1	1363	646	1363	100	644.723	76.9	59.4
Escherichia_6;size=1	1	1363	643	1363	100	641.466	75.3	59.6
Escherichia_7;size=1	1	1363	693	1363	100	691.273	76.2	58.9
Lactobacillus_1;size=1	1	1406	1588	1406	100	1584.14	75.3	53.8
Lactobacillus_2;size=1	1	1396	1231	1396	100	1227.7	75.8	33.1
Lactobacillus_3;size=1	1	1396	1860	1396	100	1854.92	76.7	28.8
Lactobacillus_4;size=1	1	1396	1775	1396	100	1771.24	75.2	36.9
Lactobacillus_5;size=1	1	1396	1201	1396	100	1197.03	75	43.9
Listeria_1;size=1	1	1370	1245	1370	100	1242.02	74.9	18
Pseudomonas_1_2_3_4;size=1	1	1357	3837	1357	100	3827.02	76.8	60
Salmonella_7;size=1	1	1363	240	1363	100	238.529	76	59.7
Staphylococcus_2;size=1	1	1372	2765	1372	100	2759.12	75.5	49.1
Staphylococcus_3;size=1	1	1372	2122	1372	100	2114.84	75.6	40.8
