rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	861	1363	100	856.327	43.8	57.9
Enterococcus_4;size=4	1	1381	1899	1381	100	1889.29	44	59.2
Staphylococcus_4;size=4	1	1372	2333	1372	100	2321.04	44.1	32.7
Bacillus_4_5;size=3	1	1370	910	1370	100	906.445	43	11.6
Bacillus_7;size=2	1	1370	486	1370	100	483.895	43.5	12.3
Escherichia_5;size=2	1	1363	263	1363	100	261.844	43.7	18.3
Listeria_2_5;size=2	1	1370	1384	1370	100	1377.6	43.1	14.3
Listeria_6;size=2	1	1370	953	1370	100	946.828	43.4	15.8
Bacillus_1;size=1	1	1370	250	1370	100	249.062	43	12
Bacillus_3;size=1	1	1370	244	1370	100	243.108	42.7	13.5
Bacillus_8;size=1	1	1370	555	1370	100	551.685	43	23.8
Bacillus_9;size=1	1	1370	497	1370	100	493.938	43.3	9.96
Escherichia_1;size=1	1	1363	190	1363	100	188.927	43.7	47.9
Escherichia_2;size=1	1	1363	108	1363	100	107.638	44.3	17.2
Escherichia_4;size=1	1	1363	167	1363	100	166.184	43.7	50.2
Escherichia_6;size=1	1	1363	140	1363	100	138.853	43.6	54.9
Escherichia_7;size=1	1	1363	158	1363	100	155.773	44.2	45.8
Lactobacillus_1;size=1	1	1406	395	1406	100	390.534	42	38.3
Lactobacillus_2;size=1	1	1396	407	1396	100	403.951	42.1	24.2
Lactobacillus_3;size=1	1	1396	644	1396	100	638.135	42	21.6
Lactobacillus_4;size=1	1	1396	566	1396	100	561.105	42.2	33.9
Lactobacillus_5;size=1	1	1396	573	1396	100	568.696	42.1	39.9
Listeria_1;size=1	1	1370	574	1370	100	569.921	43.4	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	212	1357	100	210.001	43.7	59.9
Salmonella_7;size=1	1	1363	193	1363	100	191.583	43.6	52.5
Staphylococcus_2;size=1	1	1372	563	1372	100	559.69	44.1	41
Staphylococcus_3;size=1	1	1372	540	1372	100	536.408	44.1	29.5
