rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	27	1363	100	26.9501	39.7	59.5
Enterococcus_4;size=4	1	1381	52	1381	100	51.9001	39.8	58.7
Staphylococcus_4;size=4	1	1372	72	1372	100	71.8557	39.7	29.9
Bacillus_4_5;size=3	1	1370	19	1370	100	18.9774	39.4	11.3
Bacillus_7;size=2	1	1370	15	1370	100	14.9964	39.9	9.6
Escherichia_5;size=2	1	1363	11	1363	100	10.9919	39.7	19.5
Listeria_2_5;size=2	1	1370	31	1370	100	30.9905	39.7	14.5
Listeria_6;size=2	1	1370	28	1370	100	27.9489	39.4	13.8
Bacillus_1;size=1	1	1370	10	1370	100	9.96642	39.2	8.5
Bacillus_3;size=1	1	1370	9	1370	100	8.99489	39.9	15.3
Bacillus_8;size=1	1	1370	17	1370	100	16.973	39.9	14.2
Bacillus_9;size=1	1	1370	11	1370	100	10.9818	40	13.3
Escherichia_1;size=1	1	1363	4	1363	100	3.99707	39.4	60
Escherichia_2;size=1	1	1363	4	1363	100	3.99853	39.8	16
Escherichia_4;size=1	1	1363	6	1363	100	6	39.9	58.2
Escherichia_6;size=1	1	1363	6	1363	100	5.98973	38.7	49.8
Escherichia_7;size=1	1	1363	5	1363	100	4.99853	39.1	42.2
Lactobacillus_1;size=1	1	1406	15	1406	100	14.9531	39.8	37.5
Lactobacillus_2;size=1	1	1396	12	1396	100	11.9785	39.3	17.8
Lactobacillus_3;size=1	1	1396	18	1396	100	17.9928	39.8	21.3
Lactobacillus_4;size=1	1	1396	24	1396	100	23.5201	39.5	29.9
Lactobacillus_5;size=1	1	1396	31	1396	100	30.9248	39.8	38.5
Listeria_1;size=1	1	1370	23	1370	100	22.9606	39.9	15.8
Pseudomonas_1_2_3_4;size=1	1	1357	8	1357	100	7.98084	39.6	60
Salmonella_7;size=1	1	1363	7	1363	100	6.97359	38.5	51.7
Staphylococcus_2;size=1	1	1372	17	1372	100	16.9869	39.3	41.9
Staphylococcus_3;size=1	1	1372	16	1372	100	15.965	39.4	27.1
