rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	360	1363	100	357.993	43.7	58.2
Enterococcus_4;size=4	1	1381	775	1381	100	771.594	43.9	59.1
Staphylococcus_4;size=4	1	1372	950	1372	100	944.243	44	32.9
Bacillus_4_5;size=3	1	1370	378	1370	100	376.596	43.2	11.7
Bacillus_7;size=2	1	1370	188	1370	100	187.391	43.3	11.8
Escherichia_5;size=2	1	1363	120	1363	100	119.563	43.8	18.6
Listeria_2_5;size=2	1	1370	526	1370	100	523.426	42.9	14.5
Listeria_6;size=2	1	1370	372	1370	100	370.501	43.3	16.4
Bacillus_1;size=1	1	1370	105	1370	100	104.652	42.8	11.7
Bacillus_3;size=1	1	1370	102	1370	100	101.673	42.7	13.5
Bacillus_8;size=1	1	1370	249	1370	100	246.745	43.2	23.3
Bacillus_9;size=1	1	1370	191	1370	100	189.975	42.8	9.9
Escherichia_1;size=1	1	1363	90	1363	100	89.2957	43.8	47
Escherichia_2;size=1	1	1363	44	1363	100	43.9032	44.6	16.7
Escherichia_4;size=1	1	1363	68	1363	100	67.6992	43.5	51.1
Escherichia_6;size=1	1	1363	57	1363	100	56.5891	43.3	52.6
Escherichia_7;size=1	1	1363	65	1363	100	64.1181	43.9	46.4
Lactobacillus_1;size=1	1	1406	143	1406	100	141.324	42	37
Lactobacillus_2;size=1	1	1396	152	1396	100	150.819	42.2	25.3
Lactobacillus_3;size=1	1	1396	254	1396	100	252.266	42	21.6
Lactobacillus_4;size=1	1	1396	231	1396	100	229.08	42.1	34.3
Lactobacillus_5;size=1	1	1396	234	1396	100	232.678	42	39
Listeria_1;size=1	1	1370	246	1370	100	244.427	43.4	15
Pseudomonas_1_2_3_4;size=1	1	1357	91	1357	100	90.353	44.1	59.9
Salmonella_7;size=1	1	1363	81	1363	100	80.314	43.1	51.9
Staphylococcus_2;size=1	1	1372	224	1372	100	223.308	44.2	41.2
Staphylococcus_3;size=1	1	1372	214	1372	100	212.58	44	28.9
