rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	445	1363	100	443.266	75.8	59.8
Enterococcus_4;size=4	1	1381	345	1381	100	344.114	73.7	59.8
Staphylococcus_4;size=4	1	1372	2164	1372	100	2158.74	76	38.2
Bacillus_4_5;size=3	1	1370	486	1370	100	484.83	74.3	14.6
Bacillus_7;size=2	1	1370	267	1370	100	266.514	77.5	14.5
Escherichia_5;size=2	1	1363	318	1363	100	317.343	74.7	18.4
Listeria_2_5;size=2	1	1370	577	1370	100	575.702	74.8	16.3
Listeria_6;size=2	1	1370	332	1370	100	331.345	75	16.5
Bacillus_1;size=1	1	1370	106	1370	100	105.694	74.4	13.3
Bacillus_3;size=1	1	1370	69	1370	100	68.8891	76.4	15.6
Bacillus_8;size=1	1	1370	132	1370	100	131.742	76.1	30.6
Bacillus_9;size=1	1	1370	139	1370	100	138.549	73.4	19.3
Escherichia_1;size=1	1	1363	153	1363	100	152.62	76.4	59.6
Escherichia_2;size=1	1	1363	171	1363	100	170.646	77.2	17.6
Escherichia_4;size=1	1	1363	129	1363	100	128.806	81.5	59
Escherichia_6;size=1	1	1363	118	1363	100	116.955	73.9	59.1
Escherichia_7;size=1	1	1363	126	1363	100	125.778	79.8	58.9
Lactobacillus_1;size=1	1	1406	309	1406	100	308.277	74.8	53.6
Lactobacillus_2;size=1	1	1396	236	1396	100	235.481	76	33.5
Lactobacillus_3;size=1	1	1396	353	1396	100	352.131	74.8	29
Lactobacillus_4;size=1	1	1396	344	1396	100	343.363	75.9	36.8
Lactobacillus_5;size=1	1	1396	229	1396	100	228.046	72.7	43.9
Listeria_1;size=1	1	1370	230	1370	100	229.475	73.7	18.4
Pseudomonas_1_2_3_4;size=1	1	1357	735	1357	100	733.225	76.8	60
Salmonella_7;size=1	1	1363	55	1363	100	54.9164	76.4	59.4
Staphylococcus_2;size=1	1	1372	511	1372	100	509.862	74.9	49.3
Staphylococcus_3;size=1	1	1372	409	1372	100	408.265	77.2	40.7
