rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	136	4210	100	135.667	74.5	5.46
Bacillus_1;size=1	1	4210	153	4210	100	152.564	72.6	5.18
Bacillus_2;size=1	1	4387	106	4387	100	104.811	74.7	13
Bacillus_3;size=1	1	4387	95	4387	100	93.8343	76.2	12.9
Bacillus_4_5;size=1	1	4210	322	4210	100	321.289	75.7	5.3
Bacillus_6;size=1	1	4210	149	4210	100	148.639	73.7	7.03
Bacillus_7;size=1	1	4210	144	4210	100	143.263	74.3	4.84
Bacillus_8;size=1	1	4210	159	4210	100	158.657	74.1	21.9
Bacillus_9;size=1	1	4210	173	4210	100	172.367	73	20.8
Enterococcus_1;size=1	1	4364	66	4364	100	65.6583	77	31.8
Enterococcus_2;size=1	1	4364	89	4364	100	88.8332	77.4	33.4
Enterococcus_3;size=1	1	4262	139	4262	100	138.682	74.4	5.34
Enterococcus_4;size=1	1	4262	118	4262	100	117.51	75.5	5.58
Escherichia_1;size=1	1	4451	177	4451	100	176.587	76.2	58.9
Escherichia_2;size=1	1	4358	222	4358	100	221.581	78.4	6.34
Escherichia_3;size=1	1	4358	190	4358	100	189.595	75.8	6.14
Escherichia_4;size=1	1	4452	141	4452	100	140.682	75	59.5
Escherichia_5;size=1	1	4358	191	4358	100	190.52	75.4	5.8
Escherichia_6;size=1	1	4441	149	4441	100	148.778	79.7	60
Escherichia_7;size=1	1	4435	147	4435	100	146.655	75.3	60
Lactobacillus_1;size=1	1	4268	360	4268	100	358.473	73	56.6
Lactobacillus_2;size=1	1	4453	266	4453	100	265.431	75.7	59.7
Lactobacillus_3;size=1	1	4258	375	4258	100	373.993	76.2	54
Lactobacillus_4;size=1	1	4258	384	4258	100	383.142	75.4	56.2
Lactobacillus_5;size=1	1	4453	268	4453	100	262.79	74.7	58.4
Listeria_1;size=1	1	4291	292	4291	100	291.325	74.3	6.34
Listeria_2_5;size=1	1	4291	560	4291	100	558.834	75.7	5.68
Listeria_3;size=1	1	4542	162	4542	100	161.42	74.4	5.52
Listeria_4;size=1	1	4542	153	4542	100	152.675	77.2	5.08
Listeria_6;size=1	1	4291	233	4291	100	232.409	75.7	5.55
Pseudomonas_1_2_3_4;size=1	1	4456	898	4456	100	893.024	76.8	60
Salmonella_1;size=1	1	4360	96	4360	100	95.6385	74.9	4.75
Salmonella_2_4;size=1	1	4360	238	4360	100	237.441	75.7	4.84
Salmonella_3;size=1	1	4519	63	4519	100	61.8942	76	19.7
Salmonella_5;size=1	1	4519	97	4519	100	96.2919	78.1	19.5
Salmonella_6;size=1	1	4360	129	4360	100	128.768	79.1	6.92
Salmonella_7;size=1	1	4619	57	4619	100	56.3514	78.9	60
Staphylococcus_1;size=1	1	4466	604	4466	100	602.793	76.4	50.5
Staphylococcus_2;size=1	1	4512	633	4512	100	631.482	75.7	58.6
Staphylococcus_3;size=1	1	4516	502	4516	100	500.991	76	59.8
Staphylococcus_4;size=1	1	4391	687	4391	100	685.465	73.9	39.9
Staphylococcus_5;size=1	1	4424	677	4424	100	675.137	73.3	51.5
Staphylococcus_6;size=1	1	4483	590	4483	100	587.757	75.4	59.6
