rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	37	1363	100	36.923	75.5	60
Enterococcus_4;size=4	1	1381	28	1381	100	27.9638	79.7	60
Staphylococcus_4;size=4	1	1372	168	1372	100	167.679	77.9	37.8
Bacillus_4_5;size=3	1	1370	42	1370	100	41.8723	69.5	14.5
Bacillus_7;size=2	1	1370	30	1370	100	29.954	80.8	14.6
Escherichia_5;size=2	1	1363	27	1363	100	26.953	78.8	17.1
Listeria_2_5;size=2	1	1370	45	1370	100	44.8993	73.5	16.5
Listeria_6;size=2	1	1370	27	1370	100	26.9153	70	17.4
Bacillus_1;size=1	1	1370	6	1370	100	5.97591	60.5	15.5
Bacillus_3;size=1	1	1370	7	1370	100	6.99635	87.6	14.4
Bacillus_8;size=1	1	1370	15	1370	100	14.9686	80	30.2
Bacillus_9;size=1	1	1370	11	1370	100	10.8577	65.3	18.5
Escherichia_1;size=1	1	1363	15	1363	100	14.967	70.3	60
Escherichia_2;size=1	1	1363	20	1363	100	19.9318	73.4	17.2
Escherichia_4;size=1	1	1363	8	1363	100	7.98459	83.3	60
Escherichia_6;size=1	1	1363	5	1363	100	5	92.8	60
Escherichia_7;size=1	1	1363	5	1363	100	4.99707	90	60
Lactobacillus_1;size=1	1	1406	30	1406	100	29.9075	76.7	52.2
Lactobacillus_2;size=1	1	1396	27	1396	100	26.9613	77.9	33.4
Lactobacillus_3;size=1	1	1396	21	1396	100	20.9391	69.3	29.9
Lactobacillus_4;size=1	1	1396	35	1396	100	34.9234	76.5	37.5
Lactobacillus_5;size=1	1	1396	15	1396	100	14.9334	72	43.5
Listeria_1;size=1	1	1370	22	1370	100	21.9314	71.3	18.9
Pseudomonas_1_2_3_4;size=1	1	1357	65	1357	100	64.8231	73.9	60
Salmonella_7;size=1	1	1363	4	1363	100	3.9978	89.6	60
Staphylococcus_2;size=1	1	1372	48	1372	100	47.9023	73.6	49.7
Staphylococcus_3;size=1	1	1372	42	1372	100	41.8841	71.7	40.7
