rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	156	1363	100	155.866	39.7	58.2
Enterococcus_4;size=4	1	1381	252	1381	100	251.566	39.6	59.4
Staphylococcus_4;size=4	1	1372	344	1372	100	343.235	39.6	32.8
Bacillus_4_5;size=3	1	1370	124	1370	100	123.82	39.6	11.1
Bacillus_7;size=2	1	1370	75	1370	100	74.9299	39.6	10.8
Escherichia_5;size=2	1	1363	56	1363	100	55.9508	39.5	17.5
Listeria_2_5;size=2	1	1370	195	1370	100	194.849	39.3	15.1
Listeria_6;size=2	1	1370	107	1370	100	106.853	39.5	15.2
Bacillus_1;size=1	1	1370	40	1370	100	39.9226	39.7	11.8
Bacillus_3;size=1	1	1370	54	1370	100	53.9577	39.7	13.8
Bacillus_8;size=1	1	1370	71	1370	100	70.8891	39.6	21.3
Bacillus_9;size=1	1	1370	56	1370	100	55.8708	39.8	11
Escherichia_1;size=1	1	1363	19	1363	100	18.9853	39.5	47.4
Escherichia_2;size=1	1	1363	32	1363	100	31.9736	39.7	16
Escherichia_4;size=1	1	1363	16	1363	100	15.9956	39.8	52.8
Escherichia_6;size=1	1	1363	26	1363	100	25.9729	39.4	49.9
Escherichia_7;size=1	1	1363	22	1363	100	21.9692	39.2	48.7
Lactobacillus_1;size=1	1	1406	55	1406	100	54.6636	39.8	37.1
Lactobacillus_2;size=1	1	1396	64	1396	100	63.8116	39.6	21.7
Lactobacillus_3;size=1	1	1396	94	1396	100	93.8861	39.6	19.1
Lactobacillus_4;size=1	1	1396	89	1396	100	88.447	39.6	31.7
Lactobacillus_5;size=1	1	1396	100	1396	100	99.798	39.8	36.8
Listeria_1;size=1	1	1370	77	1370	100	76.7971	39.8	15.2
Pseudomonas_1_2_3_4;size=1	1	1357	36	1357	100	35.9094	39.7	60
Salmonella_7;size=1	1	1363	29	1363	100	28.9472	39.5	51.2
Staphylococcus_2;size=1	1	1372	85	1372	100	84.8994	39.6	39.8
Staphylococcus_3;size=1	1	1372	71	1372	100	70.8856	39.7	25.6
