rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	117	1363	100	116.655	44.1	59.4
Enterococcus_4;size=4	1	1381	254	1381	100	252.863	43.8	59.2
Staphylococcus_4;size=4	1	1372	300	1372	100	297.827	43.9	33.1
Bacillus_4_5;size=3	1	1370	132	1370	100	131.447	43.3	11.1
Bacillus_7;size=2	1	1370	55	1370	100	54.8387	43.2	11.1
Escherichia_5;size=2	1	1363	40	1363	100	39.8797	44.2	18.5
Listeria_2_5;size=2	1	1370	153	1370	100	152.36	42.8	14.2
Listeria_6;size=2	1	1370	115	1370	100	114.418	43.4	16.6
Bacillus_1;size=1	1	1370	41	1370	100	40.8474	42.5	12
Bacillus_3;size=1	1	1370	34	1370	100	33.8861	42.7	13.8
Bacillus_8;size=1	1	1370	82	1370	100	80.2591	43.1	21.6
Bacillus_9;size=1	1	1370	66	1370	100	65.7599	43	10.6
Escherichia_1;size=1	1	1363	23	1363	100	22.7491	43.7	47
Escherichia_2;size=1	1	1363	19	1363	100	18.953	44.7	16.4
Escherichia_4;size=1	1	1363	16	1363	100	15.8885	41.7	56
Escherichia_6;size=1	1	1363	18	1363	100	17.9134	43.1	53.1
Escherichia_7;size=1	1	1363	19	1363	100	18.6904	44.2	45.2
Lactobacillus_1;size=1	1	1406	46	1406	100	45.4481	42.5	33.5
Lactobacillus_2;size=1	1	1396	56	1396	100	55.4785	42	21.5
Lactobacillus_3;size=1	1	1396	87	1396	100	86.5093	42	22.5
Lactobacillus_4;size=1	1	1396	77	1396	100	76.6082	42.2	34.2
Lactobacillus_5;size=1	1	1396	71	1396	100	70.4527	41.5	39.5
Listeria_1;size=1	1	1370	84	1370	100	83.5971	43	15.6
Pseudomonas_1_2_3_4;size=1	1	1357	34	1357	100	33.4834	43.8	59.8
Salmonella_7;size=1	1	1363	26	1363	100	25.529	42.9	47.9
Staphylococcus_2;size=1	1	1372	73	1372	100	72.8127	43.8	40.6
Staphylococcus_3;size=1	1	1372	78	1372	100	77.0845	43.6	32.4
