rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	356	1363	100	354.428	75.3	59.8
Enterococcus_4;size=4	1	1381	276	1381	100	275.262	73.6	59.8
Staphylococcus_4;size=4	1	1372	1734	1372	100	1729.57	76	38.3
Bacillus_4_5;size=3	1	1370	395	1370	100	394.02	74.1	14.8
Bacillus_7;size=2	1	1370	212	1370	100	211.58	77.1	14.5
Escherichia_5;size=2	1	1363	260	1363	100	259.443	75.1	18.4
Listeria_2_5;size=2	1	1370	470	1370	100	468.953	75	16.4
Listeria_6;size=2	1	1370	256	1370	100	255.504	74.7	16.5
Bacillus_1;size=1	1	1370	84	1370	100	83.7226	72	12.9
Bacillus_3;size=1	1	1370	50	1370	100	49.9036	75.6	15.4
Bacillus_8;size=1	1	1370	102	1370	100	101.809	77.9	30.8
Bacillus_9;size=1	1	1370	105	1370	100	104.634	73.9	19.3
Escherichia_1;size=1	1	1363	124	1363	100	123.711	78.5	59.5
Escherichia_2;size=1	1	1363	141	1363	100	140.707	78	17.6
Escherichia_4;size=1	1	1363	108	1363	100	107.833	81.3	58.9
Escherichia_6;size=1	1	1363	85	1363	100	84.0433	74.2	59
Escherichia_7;size=1	1	1363	106	1363	100	105.808	77.9	59.3
Lactobacillus_1;size=1	1	1406	250	1406	100	249.376	74.7	53.5
Lactobacillus_2;size=1	1	1396	194	1396	100	193.546	75.7	33.4
Lactobacillus_3;size=1	1	1396	284	1396	100	283.203	74.1	29.2
Lactobacillus_4;size=1	1	1396	276	1396	100	275.482	75.3	36.8
Lactobacillus_5;size=1	1	1396	188	1396	100	187.128	72.2	43.9
Listeria_1;size=1	1	1370	185	1370	100	184.607	74.1	18.4
Pseudomonas_1_2_3_4;size=1	1	1357	591	1357	100	589.508	76.3	60
Salmonella_7;size=1	1	1363	48	1363	100	47.9281	75.6	59.3
Staphylococcus_2;size=1	1	1372	400	1372	100	399.179	75.6	49.1
Staphylococcus_3;size=1	1	1372	321	1372	100	320.399	77.1	40.6
