rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	8843	1363	100	8789.47	43.6	58.4
Enterococcus_4;size=4	1	1381	19335	1381	100	19236.8	43.9	59.2
Staphylococcus_4;size=4	1	1372	23352	1372	100	23243.2	44.1	33
Bacillus_4_5;size=3	1	1370	8534	1370	100	8497.57	43	11.6
Bacillus_7;size=2	1	1370	5414	1370	100	5389.67	42.9	12.3
Escherichia_5;size=2	1	1363	2554	1363	100	2542.27	43.8	18.1
Listeria_2_5;size=2	1	1370	13663	1370	100	13607.1	43.4	14.5
Listeria_6;size=2	1	1370	9547	1370	100	9500.69	43.4	15.9
Bacillus_1;size=1	1	1370	2816	1370	100	2801.94	42.9	11.8
Bacillus_3;size=1	1	1370	2835	1370	100	2817.12	42.7	13.6
Bacillus_8;size=1	1	1370	5553	1370	100	5523.74	42.9	23.2
Bacillus_9;size=1	1	1370	4891	1370	100	4864.72	43.1	9.5
Escherichia_1;size=1	1	1363	1730	1363	100	1719.02	43.9	47.4
Escherichia_2;size=1	1	1363	1258	1363	100	1252.28	43.7	17.4
Escherichia_4;size=1	1	1363	1428	1363	100	1417.85	43.9	50.3
Escherichia_6;size=1	1	1363	1385	1363	100	1368.43	43.7	55
Escherichia_7;size=1	1	1363	1731	1363	100	1715.38	43.9	48.5
Lactobacillus_1;size=1	1	1406	4104	1406	100	4063.2	42.1	40
Lactobacillus_2;size=1	1	1396	4103	1396	100	4072.01	42.1	23.7
Lactobacillus_3;size=1	1	1396	6667	1396	100	6614.3	42.1	22.1
Lactobacillus_4;size=1	1	1396	5948	1396	100	5895.11	42.2	32.6
Lactobacillus_5;size=1	1	1396	5807	1396	100	5766.64	42.1	39.5
Listeria_1;size=1	1	1370	5592	1370	100	5546.78	43.3	15
Pseudomonas_1_2_3_4;size=1	1	1357	2304	1357	100	2285.21	43.6	59.8
Salmonella_7;size=1	1	1363	1791	1363	100	1776.75	43.5	54.3
Staphylococcus_2;size=1	1	1372	5586	1372	100	5558.92	44.1	42
Staphylococcus_3;size=1	1	1372	5617	1372	100	5582.12	44.2	29.3
