rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	4415	1363	100	4390.15	43.7	58.4
Enterococcus_4;size=4	1	1381	9548	1381	100	9499.02	43.9	59.2
Staphylococcus_4;size=4	1	1372	11621	1372	100	11566.2	44.1	32.8
Bacillus_4_5;size=3	1	1370	4286	1370	100	4267.83	43	11.5
Bacillus_7;size=2	1	1370	2687	1370	100	2674.65	43.1	12.2
Escherichia_5;size=2	1	1363	1281	1363	100	1274.01	43.9	18.1
Listeria_2_5;size=2	1	1370	6814	1370	100	6785.44	43.2	14.4
Listeria_6;size=2	1	1370	4802	1370	100	4777.18	43.4	15.8
Bacillus_1;size=1	1	1370	1387	1370	100	1380.65	43	11.8
Bacillus_3;size=1	1	1370	1404	1370	100	1394.59	42.7	13.8
Bacillus_8;size=1	1	1370	2742	1370	100	2727.97	42.9	23.3
Bacillus_9;size=1	1	1370	2429	1370	100	2414.5	43.1	9.42
Escherichia_1;size=1	1	1363	904	1363	100	897.844	43.9	46.7
Escherichia_2;size=1	1	1363	626	1363	100	622.888	43.7	17.4
Escherichia_4;size=1	1	1363	713	1363	100	708.165	43.9	50.9
Escherichia_6;size=1	1	1363	689	1363	100	681.942	43.7	55.4
Escherichia_7;size=1	1	1363	865	1363	100	857.887	43.9	49
Lactobacillus_1;size=1	1	1406	2032	1406	100	2009.88	42.1	39.2
Lactobacillus_2;size=1	1	1396	2048	1396	100	2032.49	42.2	23.7
Lactobacillus_3;size=1	1	1396	3308	1396	100	3281.76	42.1	22.3
Lactobacillus_4;size=1	1	1396	3020	1396	100	2992.74	42.2	32.8
Lactobacillus_5;size=1	1	1396	2842	1396	100	2822.96	42.2	39.7
Listeria_1;size=1	1	1370	2741	1370	100	2719.57	43.4	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	1142	1357	100	1132.64	43.5	59.8
Salmonella_7;size=1	1	1363	917	1363	100	909.574	43.6	53.9
Staphylococcus_2;size=1	1	1372	2814	1372	100	2798.94	44.1	41.9
Staphylococcus_3;size=1	1	1372	2747	1372	100	2729.67	44.2	29.3
