rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	2	1363	100	2	91.2	60
Enterococcus_4;size=4	1	1381	9	1381	100	8.98479	76.3	60
Staphylococcus_4;size=4	1	1372	28	1372	100	27.9519	78.7	35.2
Bacillus_4_5;size=3	1	1370	6	1370	100	5.98832	82.4	15.5
Bacillus_7;size=2	1	1370	6	1370	100	6	92.1	14
Escherichia_5;size=2	1	1363	6	1363	100	5.9934	78	18.3
Listeria_2_5;size=2	1	1370	7	1370	100	6.97664	60.6	15.9
Listeria_6;size=2	1	1370	4	1370	100	3.99416	77.8	16.8
Bacillus_1;size=1	1	1370	2	1370	100	1.99197	43.8	18.5
Bacillus_8;size=1	1	1370	1	1368	99.854	0.99854	88	30
Bacillus_9;size=1	1	1370	1	1366	99.708	0.99708	51.5	21
Escherichia_1;size=1	1	1363	1	1360	99.7799	0.997799	40.3	60
Escherichia_2;size=1	1	1363	7	1363	100	6.94791	66.8	20.4
Escherichia_6;size=1	1	1363	1	1363	100	1	93	60
Lactobacillus_1;size=1	1	1406	2	1406	100	1.99929	92.9	54
Lactobacillus_2;size=1	1	1396	5	1396	100	4.99069	67.8	33.6
Lactobacillus_3;size=1	1	1396	2	1396	100	1.99713	74.4	30
Lactobacillus_4;size=1	1	1396	5	1396	100	4.99427	71.8	39.4
Lactobacillus_5;size=1	1	1396	1	1389	99.4986	0.994986	41.1	56
Listeria_1;size=1	1	1370	4	1370	100	3.98832	72	20.5
Pseudomonas_1_2_3_4;size=1	1	1357	12	1357	100	11.9801	79.3	60
Salmonella_7;size=1	1	1363	2	1363	100	1.99927	92.9	60
Staphylococcus_2;size=1	1	1372	10	1372	100	9.99198	81.1	47.3
Staphylococcus_3;size=1	1	1372	10	1372	100	9.9519	57.3	43.2
Bacillus_3;size=1	1	1370	0	0	0	0	0	0
Escherichia_4;size=1	1	1363	0	0	0	0	0	0
Escherichia_7;size=1	1	1363	0	0	0	0	0	0
