rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	58	1363	100	57.931	39.5	57.9
Enterococcus_4;size=4	1	1381	101	1381	100	100.821	39.7	59.3
Staphylococcus_4;size=4	1	1372	136	1372	100	135.767	39.5	31.4
Bacillus_4_5;size=3	1	1370	46	1370	100	45.9343	39.5	10.2
Bacillus_7;size=2	1	1370	31	1370	100	30.9788	39.7	10.2
Escherichia_5;size=2	1	1363	19	1363	100	18.9912	39.7	18
Listeria_2_5;size=2	1	1370	64	1370	100	63.9555	39.5	15.1
Listeria_6;size=2	1	1370	51	1370	100	50.9263	39.3	14.5
Bacillus_1;size=1	1	1370	19	1370	100	18.9606	39.4	11.3
Bacillus_3;size=1	1	1370	18	1370	100	17.992	39.9	14.7
Bacillus_8;size=1	1	1370	29	1370	100	28.9591	39.6	17.3
Bacillus_9;size=1	1	1370	19	1370	100	18.962	40	8.89
Escherichia_1;size=1	1	1363	7	1363	100	6.9912	39.5	54.9
Escherichia_2;size=1	1	1363	12	1363	100	11.989	39.8	15.2
Escherichia_4;size=1	1	1363	8	1363	100	8	39.9	51.2
Escherichia_6;size=1	1	1363	7	1363	100	6.98753	38.9	51.3
Escherichia_7;size=1	1	1363	8	1363	100	7.9978	39.4	41.4
Lactobacillus_1;size=1	1	1406	29	1406	100	28.7717	39.8	33.1
Lactobacillus_2;size=1	1	1396	19	1396	100	18.9749	39.6	20.6
Lactobacillus_3;size=1	1	1396	33	1396	100	32.9477	39.7	19.7
Lactobacillus_4;size=1	1	1396	39	1396	100	38.5043	39.5	28.8
Lactobacillus_5;size=1	1	1396	50	1396	100	49.8918	39.8	37.3
Listeria_1;size=1	1	1370	36	1370	100	35.8854	39.9	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	14	1357	100	13.9801	39.6	60
Salmonella_7;size=1	1	1363	12	1363	100	11.9685	39	55.1
Staphylococcus_2;size=1	1	1372	33	1372	100	32.9475	39.6	39.2
Staphylococcus_3;size=1	1	1372	30	1372	100	29.9577	39.6	24.7
