rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	1533	1363	100	1528.71	76.2	59.9
Enterococcus_4;size=4	1	1381	1036	1381	100	1032.89	75.3	59.9
Staphylococcus_4;size=4	1	1372	6981	1372	100	6963.34	75.6	38.3
Bacillus_4_5;size=3	1	1370	1542	1370	100	1538.67	75.3	14.4
Bacillus_7;size=2	1	1370	846	1370	100	844.322	75.8	14.6
Escherichia_5;size=2	1	1363	1005	1363	100	1003.04	75.6	18.6
Listeria_2_5;size=2	1	1370	1876	1370	100	1872.05	75.2	16.2
Listeria_6;size=2	1	1370	1054	1370	100	1051.71	74.7	16.7
Bacillus_1;size=1	1	1370	351	1370	100	350.126	74.8	13.8
Bacillus_3;size=1	1	1370	250	1370	100	249.542	77	15.1
Bacillus_8;size=1	1	1370	414	1370	100	413.034	74.8	30.4
Bacillus_9;size=1	1	1370	476	1370	100	473.885	72.4	18.6
Escherichia_1;size=1	1	1363	490	1363	100	488.785	76.1	59.7
Escherichia_2;size=1	1	1363	537	1363	100	535.935	76.2	18
Escherichia_4;size=1	1	1363	402	1363	100	401.208	77.6	59.2
Escherichia_6;size=1	1	1363	390	1363	100	388.933	74.4	59.5
Escherichia_7;size=1	1	1363	403	1363	100	401.877	77.2	58.6
Lactobacillus_1;size=1	1	1406	990	1406	100	987.78	75.1	53.9
Lactobacillus_2;size=1	1	1396	745	1396	100	743.304	76.1	33
Lactobacillus_3;size=1	1	1396	1133	1396	100	1129.92	77	28.9
Lactobacillus_4;size=1	1	1396	1101	1396	100	1098.79	75	36.9
Lactobacillus_5;size=1	1	1396	739	1396	100	736.567	74.5	44.1
Listeria_1;size=1	1	1370	755	1370	100	753.058	74.3	18
Pseudomonas_1_2_3_4;size=1	1	1357	2342	1357	100	2336.85	76.6	60
Salmonella_7;size=1	1	1363	148	1363	100	147.644	73.9	59.6
Staphylococcus_2;size=1	1	1372	1698	1372	100	1694.32	75.6	49
Staphylococcus_3;size=1	1	1372	1294	1372	100	1289.4	75.6	40.9
