rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	1007	1363	100	1005.39	39.6	57.7
Enterococcus_4;size=4	1	1381	1716	1381	100	1712.77	39.6	59.3
Staphylococcus_4;size=4	1	1372	2246	1372	100	2242.18	39.6	32.5
Bacillus_4_5;size=3	1	1370	791	1370	100	789.885	39.6	11
Bacillus_7;size=2	1	1370	437	1370	100	436.354	39.6	11
Escherichia_5;size=2	1	1363	332	1363	100	331.678	39.7	17.8
Listeria_2_5;size=2	1	1370	1298	1370	100	1296.51	39.6	15.7
Listeria_6;size=2	1	1370	849	1370	100	847.901	39.7	15
Bacillus_1;size=1	1	1370	298	1370	100	297.564	39.6	10.1
Bacillus_3;size=1	1	1370	243	1370	100	242.674	39.5	13.2
Bacillus_8;size=1	1	1370	508	1370	100	507.455	39.5	22.4
Bacillus_9;size=1	1	1370	429	1370	100	428.199	39.7	10.8
Escherichia_1;size=1	1	1363	157	1363	100	156.567	39.6	47.9
Escherichia_2;size=1	1	1363	166	1363	100	165.809	39.5	16.1
Escherichia_4;size=1	1	1363	117	1363	100	116.851	39.6	48.3
Escherichia_6;size=1	1	1363	149	1363	100	148.84	39.7	52.5
Escherichia_7;size=1	1	1363	163	1363	100	162.636	39.7	49.1
Lactobacillus_1;size=1	1	1406	400	1406	100	397.767	39.6	37.6
Lactobacillus_2;size=1	1	1396	381	1396	100	379.824	39.6	24.2
Lactobacillus_3;size=1	1	1396	693	1396	100	691.127	39.6	20.2
Lactobacillus_4;size=1	1	1396	582	1396	100	579.732	39.6	31.2
Lactobacillus_5;size=1	1	1396	522	1396	100	521.12	39.6	37.1
Listeria_1;size=1	1	1370	528	1370	100	526.449	39.6	15.3
Pseudomonas_1_2_3_4;size=1	1	1357	239	1357	100	238.441	39.7	60
Salmonella_7;size=1	1	1363	172	1363	100	171.791	39.6	53.4
Staphylococcus_2;size=1	1	1372	570	1372	100	569.171	39.6	38.3
Staphylococcus_3;size=1	1	1372	545	1372	100	544.061	39.6	29.8
