rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	17	1363	100	16.9582	39.6	59.2
Enterococcus_4;size=4	1	1381	30	1381	100	29.9211	39.8	57.8
Staphylococcus_4;size=4	1	1372	41	1372	100	40.9103	39.8	28.9
Bacillus_4_5;size=3	1	1370	7	1370	100	6.99854	38.6	8.71
Bacillus_7;size=2	1	1370	9	1370	100	8.99927	40	11.2
Escherichia_5;size=2	1	1363	6	1363	100	5.99633	39.5	21
Listeria_2_5;size=2	1	1370	17	1370	100	16.9942	39.6	13.9
Listeria_6;size=2	1	1370	16	1370	100	15.9766	39.7	13.1
Bacillus_1;size=1	1	1370	8	1370	100	7.96715	39.1	6.88
Bacillus_3;size=1	1	1370	8	1370	100	7.99489	39.9	15.4
Bacillus_8;size=1	1	1370	13	1370	100	12.973	39.9	16.2
Bacillus_9;size=1	1	1370	5	1370	100	4.99124	40	11.4
Escherichia_1;size=1	1	1363	1	1360	99.7799	0.997799	38.4	60
Escherichia_2;size=1	1	1363	4	1363	100	3.99853	39.8	16
Escherichia_4;size=1	1	1363	4	1363	100	4	39.8	57.2
Escherichia_6;size=1	1	1363	4	1363	100	3.98973	38.1	44.8
Escherichia_7;size=1	1	1363	4	1363	100	3.99853	39.1	37.8
Lactobacillus_1;size=1	1	1406	6	1406	100	5.96942	39.7	32.8
Lactobacillus_2;size=1	1	1396	8	1396	100	7.9914	39.5	20.6
Lactobacillus_3;size=1	1	1396	11	1396	100	10.9928	39.6	22.4
Lactobacillus_4;size=1	1	1396	11	1396	100	10.8532	39.9	28.4
Lactobacillus_5;size=1	1	1396	17	1396	100	16.9628	39.8	38.2
Listeria_1;size=1	1	1370	15	1370	100	14.9766	39.9	14.7
Pseudomonas_1_2_3_4;size=1	1	1357	5	1357	100	4.98084	39.8	60
Salmonella_7;size=1	1	1363	5	1363	100	4.97579	38.7	58
Staphylococcus_2;size=1	1	1372	11	1372	100	10.9956	39.1	41.1
Staphylococcus_3;size=1	1	1372	11	1372	100	10.9723	39.6	20.8
