rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	282	1363	100	280.566	75.2	59.7
Enterococcus_4;size=4	1	1381	211	1381	100	210.387	73.6	59.7
Staphylococcus_4;size=4	1	1372	1290	1372	100	1287.24	75.6	38.3
Bacillus_4_5;size=3	1	1370	303	1370	100	302.196	73.1	14.7
Bacillus_7;size=2	1	1370	163	1370	100	162.719	76.9	14.5
Escherichia_5;size=2	1	1363	195	1363	100	194.61	76.1	18.3
Listeria_2_5;size=2	1	1370	364	1370	100	363.161	75.3	16.3
Listeria_6;size=2	1	1370	192	1370	100	191.611	74.2	16.7
Bacillus_1;size=1	1	1370	72	1370	100	71.7489	71.7	12.8
Bacillus_3;size=1	1	1370	42	1370	100	41.938	78.8	15.3
Bacillus_8;size=1	1	1370	71	1370	100	70.8912	80.1	30.5
Bacillus_9;size=1	1	1370	86	1370	100	85.6803	74.1	19.3
Escherichia_1;size=1	1	1363	91	1363	100	90.7909	77.6	59.4
Escherichia_2;size=1	1	1363	105	1363	100	104.748	77.3	17.7
Escherichia_4;size=1	1	1363	81	1363	100	80.9032	81.1	59.9
Escherichia_6;size=1	1	1363	62	1363	100	61.1211	76.7	58.7
Escherichia_7;size=1	1	1363	83	1363	100	82.8569	79.6	59.3
Lactobacillus_1;size=1	1	1406	201	1406	100	200.477	74.9	53.7
Lactobacillus_2;size=1	1	1396	151	1396	100	150.658	77.9	33.4
Lactobacillus_3;size=1	1	1396	208	1396	100	207.348	74.3	28.8
Lactobacillus_4;size=1	1	1396	216	1396	100	215.59	75.4	36.9
Lactobacillus_5;size=1	1	1396	148	1396	100	147.273	71.3	44.2
Listeria_1;size=1	1	1370	143	1370	100	142.672	73.7	18.6
Pseudomonas_1_2_3_4;size=1	1	1357	436	1357	100	435.015	75.9	60
Salmonella_7;size=1	1	1363	29	1363	100	28.9567	76	60
Staphylococcus_2;size=1	1	1372	319	1372	100	318.298	75	49.1
Staphylococcus_3;size=1	1	1372	248	1372	100	247.515	76.4	40.9
