rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	34	1363	100	33.942	39.5	59.6
Enterococcus_4;size=4	1	1381	65	1381	100	64.8718	39.7	59
Staphylococcus_4;size=4	1	1372	87	1372	100	86.8353	39.5	30.3
Bacillus_4_5;size=3	1	1370	27	1370	100	26.9606	39.3	11.6
Bacillus_7;size=2	1	1370	15	1370	100	14.9964	39.9	9.6
Escherichia_5;size=2	1	1363	14	1363	100	13.9912	39.6	19.4
Listeria_2_5;size=2	1	1370	50	1370	100	49.965	39.5	14.8
Listeria_6;size=2	1	1370	36	1370	100	35.946	39.2	15.1
Bacillus_1;size=1	1	1370	13	1370	100	12.965	39.4	10
Bacillus_3;size=1	1	1370	9	1370	100	8.99489	39.9	15.3
Bacillus_8;size=1	1	1370	20	1370	100	19.9708	39.9	15.8
Bacillus_9;size=1	1	1370	13	1370	100	12.9796	40	12.1
Escherichia_1;size=1	1	1363	4	1363	100	3.99707	39.4	60
Escherichia_2;size=1	1	1363	5	1363	100	4.99853	39.8	16.4
Escherichia_4;size=1	1	1363	7	1363	100	7	39.9	58.4
Escherichia_6;size=1	1	1363	6	1363	100	5.98973	38.7	49.8
Escherichia_7;size=1	1	1363	6	1363	100	5.99853	39.3	45.2
Lactobacillus_1;size=1	1	1406	17	1406	100	16.926	39.8	35
Lactobacillus_2;size=1	1	1396	12	1396	100	11.9785	39.3	17.8
Lactobacillus_3;size=1	1	1396	24	1396	100	23.9713	39.8	19.9
Lactobacillus_4;size=1	1	1396	31	1396	100	30.5072	39.5	27.6
Lactobacillus_5;size=1	1	1396	35	1396	100	34.9226	39.8	39.1
Listeria_1;size=1	1	1370	27	1370	100	26.9511	39.9	15.4
Pseudomonas_1_2_3_4;size=1	1	1357	11	1357	100	10.9801	39.5	60
Salmonella_7;size=1	1	1363	10	1363	100	9.96845	38.9	54.1
Staphylococcus_2;size=1	1	1372	23	1372	100	22.9708	39.5	43.6
Staphylococcus_3;size=1	1	1372	19	1372	100	18.965	39.5	28.2
