rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	3508	1363	100	3499.12	76.4	59.8
Enterococcus_4;size=4	1	1381	2421	1381	100	2414.13	75.5	59.9
Staphylococcus_4;size=4	1	1372	15600	1372	100	15562.5	75.6	38.3
Bacillus_4_5;size=3	1	1370	3305	1370	100	3297.07	75.4	14.5
Bacillus_7;size=2	1	1370	1856	1370	100	1852	75.3	14.6
Escherichia_5;size=2	1	1363	2239	1363	100	2234.61	76.7	18.4
Listeria_2_5;size=2	1	1370	4220	1370	100	4210.1	74.9	16.2
Listeria_6;size=2	1	1370	2490	1370	100	2484.62	75.1	16.7
Bacillus_1;size=1	1	1370	772	1370	100	770.268	74.7	13.9
Bacillus_3;size=1	1	1370	593	1370	100	591.701	74.8	15.1
Bacillus_8;size=1	1	1370	918	1370	100	915.903	74.8	30.2
Bacillus_9;size=1	1	1370	1060	1370	100	1056.59	73.9	18.6
Escherichia_1;size=1	1	1363	1101	1363	100	1098.8	76.6	59.8
Escherichia_2;size=1	1	1363	1171	1363	100	1168.42	75.9	18.1
Escherichia_4;size=1	1	1363	876	1363	100	874.175	76.7	59.3
Escherichia_6;size=1	1	1363	886	1363	100	883.861	75.4	59.5
Escherichia_7;size=1	1	1363	918	1363	100	915.803	76.3	59.1
Lactobacillus_1;size=1	1	1406	2168	1406	100	2162.77	75.4	53.7
Lactobacillus_2;size=1	1	1396	1659	1396	100	1654.66	75.5	33.3
Lactobacillus_3;size=1	1	1396	2524	1396	100	2517.41	76.3	28.8
Lactobacillus_4;size=1	1	1396	2446	1396	100	2440.9	75.3	36.8
Lactobacillus_5;size=1	1	1396	1620	1396	100	1614.83	75.1	43.9
Listeria_1;size=1	1	1370	1684	1370	100	1680.01	75	18
Pseudomonas_1_2_3_4;size=1	1	1357	5251	1357	100	5238.13	76.5	60
Salmonella_7;size=1	1	1363	334	1363	100	332.352	77.1	59.6
Staphylococcus_2;size=1	1	1372	3761	1372	100	3753.07	75.8	49.1
Staphylococcus_3;size=1	1	1372	2904	1372	100	2894.97	75.3	40.8
