rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	6137	1363	100	6099.37	43.7	58.3
Enterococcus_4;size=4	1	1381	13336	1381	100	13267.8	43.9	59.1
Staphylococcus_4;size=4	1	1372	16270	1372	100	16196.4	44.2	33.1
Bacillus_4_5;size=3	1	1370	5988	1370	100	5960.08	43.1	11.6
Bacillus_7;size=2	1	1370	3633	1370	100	3614.64	42.9	12.1
Escherichia_5;size=2	1	1363	1767	1363	100	1759.25	43.8	18.2
Listeria_2_5;size=2	1	1370	9255	1370	100	9214.65	43.2	14.4
Listeria_6;size=2	1	1370	6532	1370	100	6498.65	43.4	15.8
Bacillus_1;size=1	1	1370	1896	1370	100	1885.59	43	11.5
Bacillus_3;size=1	1	1370	1983	1370	100	1967.92	42.8	13.2
Bacillus_8;size=1	1	1370	3784	1370	100	3764.77	42.9	23.1
Bacillus_9;size=1	1	1370	3274	1370	100	3255.81	42.9	9.65
Escherichia_1;size=1	1	1363	1199	1363	100	1189.07	43.7	46.5
Escherichia_2;size=1	1	1363	896	1363	100	891.878	43.6	17.3
Escherichia_4;size=1	1	1363	957	1363	100	948.16	43.8	49.8
Escherichia_6;size=1	1	1363	904	1363	100	893.39	43.7	54.4
Escherichia_7;size=1	1	1363	1163	1363	100	1153.38	43.7	48
Lactobacillus_1;size=1	1	1406	2914	1406	100	2881.89	42.2	40.1
Lactobacillus_2;size=1	1	1396	2879	1396	100	2858.21	42	24
Lactobacillus_3;size=1	1	1396	4595	1396	100	4556.59	42.1	22
Lactobacillus_4;size=1	1	1396	4122	1396	100	4084.48	42.1	32.6
Lactobacillus_5;size=1	1	1396	4042	1396	100	4010.96	42.2	39.2
Listeria_1;size=1	1	1370	3860	1370	100	3830.19	43.4	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	1615	1357	100	1604.14	43.6	59.9
Salmonella_7;size=1	1	1363	1195	1363	100	1185.66	43.6	54.3
Staphylococcus_2;size=1	1	1372	3835	1372	100	3819.71	44.1	42
Staphylococcus_3;size=1	1	1372	3823	1372	100	3801.52	44.1	28.7
