rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	42	1363	100	41.9164	75.4	60
Enterococcus_4;size=4	1	1381	35	1381	100	34.9602	80.4	60
Staphylococcus_4;size=4	1	1372	202	1372	100	201.592	77.1	38.1
Bacillus_4_5;size=3	1	1370	46	1370	100	45.8569	69.4	14.7
Bacillus_7;size=2	1	1370	33	1370	100	32.954	80.7	14.7
Escherichia_5;size=2	1	1363	32	1363	100	31.9391	78.6	17.2
Listeria_2_5;size=2	1	1370	59	1370	100	58.8869	75.6	16.6
Listeria_6;size=2	1	1370	31	1370	100	30.9131	71.4	17.4
Bacillus_1;size=1	1	1370	8	1370	100	7.97518	66.1	15.2
Bacillus_3;size=1	1	1370	7	1370	100	6.99635	87.6	14.4
Bacillus_8;size=1	1	1370	15	1370	100	14.9686	80	30.2
Bacillus_9;size=1	1	1370	14	1370	100	13.8569	71.2	18.6
Escherichia_1;size=1	1	1363	17	1363	100	16.9398	68.5	60
Escherichia_2;size=1	1	1363	24	1363	100	23.923	72.8	17.7
Escherichia_4;size=1	1	1363	8	1363	100	7.98459	83.3	60
Escherichia_6;size=1	1	1363	6	1363	100	5.9934	90.2	60
Escherichia_7;size=1	1	1363	9	1363	100	8.99633	85.4	60
Lactobacillus_1;size=1	1	1406	40	1406	100	39.8784	76.6	53.1
Lactobacillus_2;size=1	1	1396	30	1396	100	29.9592	79.1	33.3
Lactobacillus_3;size=1	1	1396	26	1396	100	25.9226	71	28.7
Lactobacillus_4;size=1	1	1396	39	1396	100	38.9162	77.3	37.3
Lactobacillus_5;size=1	1	1396	20	1396	100	19.9312	74.6	43.7
Listeria_1;size=1	1	1370	24	1370	100	23.9307	73	18.7
Pseudomonas_1_2_3_4;size=1	1	1357	81	1357	100	80.7119	76.4	60
Salmonella_7;size=1	1	1363	5	1363	100	4.9978	90.3	60
Staphylococcus_2;size=1	1	1372	64	1372	100	63.8579	71.8	50.2
Staphylococcus_3;size=1	1	1372	48	1372	100	47.8739	72.1	40.8
