rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	66	4210	100	65.7107	43.5	4.94
Bacillus_1;size=1	1	4210	94	4210	100	93.3613	42.2	3.07
Bacillus_2;size=1	1	4387	66	4387	100	65.5336	41.9	10.5
Bacillus_3;size=1	1	4387	45	4387	100	43.5655	41.3	6.73
Bacillus_4_5;size=1	1	4210	129	4210	100	128.17	42.8	2.95
Bacillus_6;size=1	1	4210	60	4210	100	59.153	43.3	4.3
Bacillus_7;size=1	1	4210	62	4210	100	60.6672	41.9	2.9
Bacillus_8;size=1	1	4210	83	4210	100	82.5116	42.5	12.6
Bacillus_9;size=1	1	4210	73	4210	100	71.8154	43.2	11.5
Enterococcus_1;size=1	1	4364	35	4364	100	34.061	43.8	28
Enterococcus_2;size=1	1	4364	73	4364	100	72.1263	42.7	26.6
Enterococcus_3;size=1	1	4262	93	4262	100	92.2248	44.3	5.38
Enterococcus_4;size=1	1	4262	83	4262	100	82.4122	43.6	4.98
Escherichia_1;size=1	1	4451	50	4451	100	48.765	43.8	44.9
Escherichia_2;size=1	1	4358	58	4358	100	56.5863	42.9	5.07
Escherichia_3;size=1	1	4358	53	4358	100	52.6927	43.6	5.28
Escherichia_4;size=1	1	4452	44	4452	100	43.7747	43.3	41.8
Escherichia_5;size=1	1	4358	73	4358	100	71.69	43.7	4.51
Escherichia_6;size=1	1	4441	51	4441	100	50.7158	44.1	50.1
Escherichia_7;size=1	1	4435	55	4435	100	53.7344	43.3	56.2
Lactobacillus_1;size=1	1	4268	126	4268	100	122.315	42.4	30.1
Lactobacillus_2;size=1	1	4453	96	4453	100	93.5679	43.2	39.8
Lactobacillus_3;size=1	1	4258	175	4258	100	172.184	42.6	32.7
Lactobacillus_4;size=1	1	4258	112	4258	100	109.047	43	30.3
Lactobacillus_5;size=1	1	4453	96	4453	100	93.9659	42.4	44.2
Listeria_1;size=1	1	4291	146	4291	100	144.199	42.5	3.4
Listeria_2_5;size=1	1	4291	142	4291	100	141.194	42.7	4.99
Listeria_3;size=1	1	4542	86	4542	100	82.1068	43	5.01
Listeria_4;size=1	1	4542	87	4542	100	84.8904	42.7	3.84
Listeria_6;size=1	1	4291	133	4291	100	131.962	43.1	3.56
Pseudomonas_1_2_3_4;size=1	1	4456	61	4456	100	58.9455	43.1	60
Salmonella_1;size=1	1	4360	117	4360	100	116.196	43.9	3.83
Salmonella_2_4;size=1	1	4360	97	4360	100	95.9865	42.2	4.68
Salmonella_3;size=1	1	4519	57	4519	100	56.6508	44.1	14.8
Salmonella_5;size=1	1	4519	42	4519	100	41.5776	43.5	14.3
Salmonella_6;size=1	1	4360	47	4360	100	46.2768	42.9	5.81
Salmonella_7;size=1	1	4619	43	4619	100	41.7757	43.8	56.6
Staphylococcus_1;size=1	1	4466	95	4466	100	93.26	44.4	38
Staphylococcus_2;size=1	1	4512	98	4512	100	95.8624	43.7	44.2
Staphylococcus_3;size=1	1	4516	84	4516	100	81.8474	44.2	54.8
Staphylococcus_4;size=1	1	4391	91	4391	100	88.9055	43.5	30.2
Staphylococcus_5;size=1	1	4424	85	4424	100	84.1612	44.4	41.7
Staphylococcus_6;size=1	1	4483	81	4483	100	80.2605	43.4	53.5
