rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	52	1363	100	51.022	74	58.6
Enterococcus_4;size=4	1	1381	41	1381	100	40.9522	79.2	60
Staphylococcus_4;size=4	1	1372	242	1372	100	241.501	76.5	38.3
Bacillus_4_5;size=3	1	1370	57	1370	100	56.8204	70	14.8
Bacillus_7;size=2	1	1370	41	1370	100	40.9336	76.7	14.8
Escherichia_5;size=2	1	1363	35	1363	100	34.9325	78.1	17.3
Listeria_2_5;size=2	1	1370	72	1370	100	71.8635	77.2	16.7
Listeria_6;size=2	1	1370	43	1370	100	42.8912	71.5	17.4
Bacillus_1;size=1	1	1370	9	1370	100	8.95547	62.7	14.9
Bacillus_3;size=1	1	1370	10	1370	100	9.98832	82.4	15
Bacillus_8;size=1	1	1370	18	1370	100	17.9642	81.7	30.2
Bacillus_9;size=1	1	1370	16	1370	100	15.8102	70.3	18.3
Escherichia_1;size=1	1	1363	25	1363	100	24.9318	73.4	60
Escherichia_2;size=1	1	1363	27	1363	100	26.9208	75	17.6
Escherichia_4;size=1	1	1363	10	1363	100	9.98459	85.2	60
Escherichia_6;size=1	1	1363	9	1363	100	8.97799	81.2	59.8
Escherichia_7;size=1	1	1363	11	1363	100	10.9941	86.3	60
Lactobacillus_1;size=1	1	1406	46	1406	100	45.8478	76.2	52.3
Lactobacillus_2;size=1	1	1396	33	1396	100	32.9563	79.2	33.3
Lactobacillus_3;size=1	1	1396	32	1396	100	31.9126	70.4	28.9
Lactobacillus_4;size=1	1	1396	45	1396	100	44.9162	79.2	37
Lactobacillus_5;size=1	1	1396	23	1396	100	22.9205	74.5	44
Listeria_1;size=1	1	1370	27	1370	100	26.9263	73	18.6
Pseudomonas_1_2_3_4;size=1	1	1357	95	1357	100	94.7023	77	60
Salmonella_7;size=1	1	1363	7	1363	100	6.9978	90.8	60
Staphylococcus_2;size=1	1	1372	75	1372	100	74.8411	73.5	49.1
Staphylococcus_3;size=1	1	1372	55	1372	100	54.8695	73.5	40.5
