rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	88	1363	100	87.7322	44	59.1
Enterococcus_4;size=4	1	1381	191	1381	100	190.103	43.7	59.1
Staphylococcus_4;size=4	1	1372	226	1372	100	224.149	43.9	33.3
Bacillus_4_5;size=3	1	1370	103	1370	100	102.568	43.6	11.1
Bacillus_7;size=2	1	1370	46	1370	100	45.8518	43.1	10.8
Escherichia_5;size=2	1	1363	25	1363	100	24.9208	43.7	18.5
Listeria_2_5;size=2	1	1370	122	1370	100	121.539	43.1	14.6
Listeria_6;size=2	1	1370	94	1370	100	93.4766	43.2	16.6
Bacillus_1;size=1	1	1370	34	1370	100	33.8577	42.2	11.5
Bacillus_3;size=1	1	1370	28	1370	100	27.9015	42.3	14.3
Bacillus_8;size=1	1	1370	62	1370	100	61.7088	43	22.4
Bacillus_9;size=1	1	1370	48	1370	100	47.8562	43.5	9.48
Escherichia_1;size=1	1	1363	13	1363	100	12.7865	43.3	43.2
Escherichia_2;size=1	1	1363	15	1363	100	14.9618	44.6	15.8
Escherichia_4;size=1	1	1363	8	1363	100	7.9193	39.5	52
Escherichia_6;size=1	1	1363	12	1363	100	11.9193	42.2	50
Escherichia_7;size=1	1	1363	15	1363	100	14.6948	44	43
Lactobacillus_1;size=1	1	1406	34	1406	100	33.6508	43.1	34.4
Lactobacillus_2;size=1	1	1396	47	1396	100	46.4943	41.8	19.8
Lactobacillus_3;size=1	1	1396	69	1396	100	68.6003	41.9	23.7
Lactobacillus_4;size=1	1	1396	59	1396	100	58.6433	42.2	33
Lactobacillus_5;size=1	1	1396	53	1396	100	52.6146	41.7	41.5
Listeria_1;size=1	1	1370	60	1370	100	59.6752	42.7	15.3
Pseudomonas_1_2_3_4;size=1	1	1357	28	1357	100	27.4967	43.6	60
Salmonella_7;size=1	1	1363	19	1363	100	18.5752	43.6	47.8
Staphylococcus_2;size=1	1	1372	61	1372	100	60.8316	43.7	40.3
Staphylococcus_3;size=1	1	1372	65	1372	100	64.1093	43.4	30.9
