rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	907	4210	100	897.706	42.9	5.09
Bacillus_1;size=1	1	4210	1410	4210	100	1397.38	42.8	3
Bacillus_2;size=1	1	4387	1028	4387	100	1012.08	43	9.89
Bacillus_3;size=1	1	4387	635	4387	100	623.664	42.7	8.23
Bacillus_4_5;size=1	1	4210	1958	4210	100	1942.01	43.1	3.05
Bacillus_6;size=1	1	4210	967	4210	100	955.308	43	5.08
Bacillus_7;size=1	1	4210	836	4210	100	827.476	42.7	3.33
Bacillus_8;size=1	1	4210	1255	4210	100	1243.37	42.9	14.4
Bacillus_9;size=1	1	4210	1033	4210	100	1021.01	43	11.1
Enterococcus_1;size=1	1	4364	725	4364	100	712.821	43.7	29.8
Enterococcus_2;size=1	1	4364	1036	4364	100	1016.68	43.4	28.8
Enterococcus_3;size=1	1	4262	1395	4262	100	1375.86	43.7	5.11
Enterococcus_4;size=1	1	4262	1274	4262	100	1260.99	43.8	5.29
Escherichia_1;size=1	1	4451	701	4451	100	690.386	43.6	42.2
Escherichia_2;size=1	1	4358	728	4358	100	719.223	43.2	4.79
Escherichia_3;size=1	1	4358	854	4358	100	842.139	43.5	5.25
Escherichia_4;size=1	1	4452	651	4452	100	639.928	43.2	39.1
Escherichia_5;size=1	1	4358	1060	4358	100	1050.49	43.7	5.09
Escherichia_6;size=1	1	4441	726	4441	100	715.828	43.3	48.3
Escherichia_7;size=1	1	4435	658	4435	100	647.694	43.6	56.4
Lactobacillus_1;size=1	1	4268	1729	4268	100	1689.03	42.7	33.1
Lactobacillus_2;size=1	1	4453	1531	4453	100	1492.5	42.8	41.3
Lactobacillus_3;size=1	1	4258	2285	4258	100	2238.49	42.8	33
Lactobacillus_4;size=1	1	4258	1766	4258	100	1730.4	42.8	33.1
Lactobacillus_5;size=1	1	4453	1317	4453	100	1285.21	42.8	42.4
Listeria_1;size=1	1	4291	2256	4291	100	2226.78	42.8	3.38
Listeria_2_5;size=1	1	4291	2333	4291	100	2307.42	42.9	4.79
Listeria_3;size=1	1	4542	1302	4542	100	1265.65	43	4.61
Listeria_4;size=1	1	4542	1239	4542	100	1204.49	42.8	3.64
Listeria_6;size=1	1	4291	2183	4291	100	2162.39	43.2	3.82
Pseudomonas_1_2_3_4;size=1	1	4456	984	4456	100	953.769	43.2	59.8
Salmonella_1;size=1	1	4360	1706	4360	100	1685.19	43.3	4.32
Salmonella_2_4;size=1	1	4360	1419	4360	100	1404.11	43.4	4.98
Salmonella_3;size=1	1	4519	838	4519	100	820.822	43.6	14.2
Salmonella_5;size=1	1	4519	698	4519	100	688.459	43.3	14.3
Salmonella_6;size=1	1	4360	710	4360	100	699.919	43	5.74
Salmonella_7;size=1	1	4619	576	4619	100	562.508	43.7	53.6
Staphylococcus_1;size=1	1	4466	1384	4466	100	1354.02	43.6	37.2
Staphylococcus_2;size=1	1	4512	1244	4512	100	1227.69	43.6	43.3
Staphylococcus_3;size=1	1	4516	1415	4516	100	1385.97	43.6	53.9
Staphylococcus_4;size=1	1	4391	1176	4391	100	1156.86	43.8	30.8
Staphylococcus_5;size=1	1	4424	1407	4424	100	1383.31	43.8	44.2
Staphylococcus_6;size=1	1	4483	1199	4483	100	1180.17	43.8	53.5
