rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	4327	1363	100	4320.05	39.6	57.8
Enterococcus_4;size=4	1	1381	7280	1381	100	7266.5	39.6	59.3
Staphylococcus_4;size=4	1	1372	10267	1372	100	10249.3	39.6	32.8
Bacillus_4_5;size=3	1	1370	3582	1370	100	3576.57	39.6	11
Bacillus_7;size=2	1	1370	1947	1370	100	1944.65	39.6	11.2
Escherichia_5;size=2	1	1363	1324	1363	100	1322.56	39.6	17.8
Listeria_2_5;size=2	1	1370	5759	1370	100	5752.98	39.6	15.7
Listeria_6;size=2	1	1370	3719	1370	100	3713.73	39.7	15.1
Bacillus_1;size=1	1	1370	1318	1370	100	1315.99	39.6	10.3
Bacillus_3;size=1	1	1370	1091	1370	100	1089.55	39.6	13.6
Bacillus_8;size=1	1	1370	2111	1370	100	2108.19	39.6	21.6
Bacillus_9;size=1	1	1370	1964	1370	100	1960.43	39.6	10.1
Escherichia_1;size=1	1	1363	732	1363	100	730.256	39.6	47.7
Escherichia_2;size=1	1	1363	659	1363	100	658.247	39.6	15.7
Escherichia_4;size=1	1	1363	641	1363	100	640.205	39.7	47.2
Escherichia_6;size=1	1	1363	659	1363	100	657.346	39.7	51
Escherichia_7;size=1	1	1363	750	1363	100	747.912	39.6	46.7
Lactobacillus_1;size=1	1	1406	1661	1406	100	1653.52	39.6	39.6
Lactobacillus_2;size=1	1	1396	1667	1396	100	1661.9	39.6	23
Lactobacillus_3;size=1	1	1396	3108	1396	100	3102.09	39.6	20.2
Lactobacillus_4;size=1	1	1396	2562	1396	100	2554.56	39.6	31.2
Lactobacillus_5;size=1	1	1396	2334	1396	100	2329.41	39.6	36.8
Listeria_1;size=1	1	1370	2254	1370	100	2246.79	39.6	15.7
Pseudomonas_1_2_3_4;size=1	1	1357	906	1357	100	904.273	39.6	59.9
Salmonella_7;size=1	1	1363	804	1363	100	802.401	39.6	52.7
Staphylococcus_2;size=1	1	1372	2429	1372	100	2425.55	39.6	37.7
Staphylococcus_3;size=1	1	1372	2420	1372	100	2415.85	39.6	27.3
