rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	128	4210	100	127.321	42.7	4.98
Bacillus_1;size=1	1	4210	196	4210	100	194.267	42.5	2.97
Bacillus_2;size=1	1	4387	144	4387	100	141.47	42.4	10.5
Bacillus_3;size=1	1	4387	89	4387	100	87.331	42.2	8.26
Bacillus_4_5;size=1	1	4210	310	4210	100	308.209	43.1	2.97
Bacillus_6;size=1	1	4210	141	4210	100	139.708	43.2	5.01
Bacillus_7;size=1	1	4210	137	4210	100	135.174	42.4	3.23
Bacillus_8;size=1	1	4210	194	4210	100	191.462	42.1	13.1
Bacillus_9;size=1	1	4210	150	4210	100	147.768	42.9	11.4
Enterococcus_1;size=1	1	4364	98	4364	100	96.6467	43.4	28.7
Enterococcus_2;size=1	1	4364	160	4364	100	157.695	43	26.9
Enterococcus_3;size=1	1	4262	225	4262	100	222.667	43.7	4.85
Enterococcus_4;size=1	1	4262	187	4262	100	185.371	43.6	5.27
Escherichia_1;size=1	1	4451	103	4451	100	100.821	43.9	46.1
Escherichia_2;size=1	1	4358	101	4358	100	99.4961	43.6	5.17
Escherichia_3;size=1	1	4358	123	4358	100	122.432	43.7	5.45
Escherichia_4;size=1	1	4452	93	4452	100	91.6152	43.8	42.8
Escherichia_5;size=1	1	4358	149	4358	100	147.18	43.5	4.78
Escherichia_6;size=1	1	4441	99	4441	100	98.1871	44	48.5
Escherichia_7;size=1	1	4435	97	4435	100	95.4665	43.1	57.4
Lactobacillus_1;size=1	1	4268	242	4268	100	235.675	42.8	32.8
Lactobacillus_2;size=1	1	4453	214	4453	100	209.156	43.2	39.3
Lactobacillus_3;size=1	1	4258	352	4258	100	346.109	42.7	33
Lactobacillus_4;size=1	1	4258	251	4258	100	246.48	43.1	31.6
Lactobacillus_5;size=1	1	4453	206	4453	100	199.492	42.3	42
Listeria_1;size=1	1	4291	322	4291	100	318.149	42.8	3.38
Listeria_2_5;size=1	1	4291	321	4291	100	318.816	42.8	5.03
Listeria_3;size=1	1	4542	185	4542	100	179.899	43.1	4.64
Listeria_4;size=1	1	4542	167	4542	100	161.727	42.4	3.62
Listeria_6;size=1	1	4291	296	4291	100	293.735	43.3	3.33
Pseudomonas_1_2_3_4;size=1	1	4456	159	4456	100	155.835	43.3	60
Salmonella_1;size=1	1	4360	240	4360	100	237.792	43.9	3.75
Salmonella_2_4;size=1	1	4360	200	4360	100	198.049	42.8	4.78
Salmonella_3;size=1	1	4519	115	4519	100	113.131	43.9	14.1
Salmonella_5;size=1	1	4519	110	4519	100	108.896	43.7	13.6
Salmonella_6;size=1	1	4360	102	4360	100	100.983	43.6	5.83
Salmonella_7;size=1	1	4619	85	4619	100	83.0823	43.4	55.9
Staphylococcus_1;size=1	1	4466	181	4466	100	177.531	44.4	38.9
Staphylococcus_2;size=1	1	4512	188	4512	100	183.898	43.4	43.6
Staphylococcus_3;size=1	1	4516	194	4516	100	189.965	43.5	53.7
Staphylococcus_4;size=1	1	4391	179	4391	100	175.001	43.5	30.3
Staphylococcus_5;size=1	1	4424	172	4424	100	169.54	44	43.8
Staphylococcus_6;size=1	1	4483	172	4483	100	168.993	43.6	53.3
