rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	478	4210	100	473.071	42.9	5.05
Bacillus_1;size=1	1	4210	721	4210	100	715.044	42.7	2.94
Bacillus_2;size=1	1	4387	548	4387	100	539.177	42.9	9.67
Bacillus_3;size=1	1	4387	323	4387	100	316.783	42.9	8.22
Bacillus_4_5;size=1	1	4210	1003	4210	100	995.814	43.2	3.06
Bacillus_6;size=1	1	4210	520	4210	100	514.696	43	5.08
Bacillus_7;size=1	1	4210	461	4210	100	457.007	42.5	3.28
Bacillus_8;size=1	1	4210	671	4210	100	665.575	43	14.2
Bacillus_9;size=1	1	4210	546	4210	100	539.228	42.9	11.3
Enterococcus_1;size=1	1	4364	380	4364	100	375.619	43.6	29.9
Enterococcus_2;size=1	1	4364	536	4364	100	522.934	43.2	28
Enterococcus_3;size=1	1	4262	744	4262	100	732.25	43.8	5.06
Enterococcus_4;size=1	1	4262	681	4262	100	673.49	43.8	5.5
Escherichia_1;size=1	1	4451	354	4451	100	347.092	43.7	43
Escherichia_2;size=1	1	4358	351	4358	100	345.894	43.3	4.99
Escherichia_3;size=1	1	4358	465	4358	100	458.917	43.5	5.21
Escherichia_4;size=1	1	4452	354	4452	100	346.818	43.1	39.1
Escherichia_5;size=1	1	4358	552	4358	100	546.776	43.7	5.03
Escherichia_6;size=1	1	4441	358	4441	100	353.756	43.5	49.6
Escherichia_7;size=1	1	4435	340	4435	100	334.097	43.3	56.4
Lactobacillus_1;size=1	1	4268	891	4268	100	870.51	42.7	32.9
Lactobacillus_2;size=1	1	4453	779	4453	100	759.026	42.8	41
Lactobacillus_3;size=1	1	4258	1200	4258	100	1177.04	42.9	33
Lactobacillus_4;size=1	1	4258	933	4258	100	914.645	42.8	33.5
Lactobacillus_5;size=1	1	4453	718	4453	100	703.492	42.8	43.2
Listeria_1;size=1	1	4291	1144	4291	100	1129.58	42.8	3.42
Listeria_2_5;size=1	1	4291	1225	4291	100	1208.34	42.8	4.79
Listeria_3;size=1	1	4542	696	4542	100	677.296	43.1	4.69
Listeria_4;size=1	1	4542	645	4542	100	626.544	42.8	3.64
Listeria_6;size=1	1	4291	1137	4291	100	1125.88	43.1	3.64
Pseudomonas_1_2_3_4;size=1	1	4456	506	4456	100	492.797	43.3	59.9
Salmonella_1;size=1	1	4360	933	4360	100	921.686	43.4	4.28
Salmonella_2_4;size=1	1	4360	745	4360	100	737.837	43.2	5.02
Salmonella_3;size=1	1	4519	433	4519	100	424.037	43.8	14.4
Salmonella_5;size=1	1	4519	360	4519	100	355.056	43.6	13.7
Salmonella_6;size=1	1	4360	361	4360	100	356.537	42.9	5.96
Salmonella_7;size=1	1	4619	307	4619	100	298.797	43.4	53.9
Staphylococcus_1;size=1	1	4466	710	4466	100	694.885	43.5	37.7
Staphylococcus_2;size=1	1	4512	702	4512	100	692.372	43.6	42.9
Staphylococcus_3;size=1	1	4516	732	4516	100	715.731	43.6	53.5
Staphylococcus_4;size=1	1	4391	635	4391	100	623.21	43.8	30.5
Staphylococcus_5;size=1	1	4424	729	4424	100	714.738	43.8	43.6
Staphylococcus_6;size=1	1	4483	651	4483	100	641.127	43.8	53.9
