rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	303	1363	100	301.503	44.1	58
Enterococcus_4;size=4	1	1381	699	1381	100	695.021	44.1	59.2
Staphylococcus_4;size=4	1	1372	869	1372	100	864.788	44.2	32.9
Bacillus_4_5;size=3	1	1370	296	1370	100	294.915	43.1	11.7
Bacillus_7;size=2	1	1370	179	1370	100	178.192	43.1	11.1
Escherichia_5;size=2	1	1363	103	1363	100	102.622	43.5	17.7
Listeria_2_5;size=2	1	1370	482	1370	100	479.613	43.1	14.1
Listeria_6;size=2	1	1370	377	1370	100	375.799	43.6	15.9
Bacillus_1;size=1	1	1370	87	1370	100	86.681	42.5	10.7
Bacillus_3;size=1	1	1370	93	1370	100	92.7131	42.7	14.1
Bacillus_8;size=1	1	1370	215	1370	100	212.925	43.1	23.6
Bacillus_9;size=1	1	1370	176	1370	100	175.145	43.2	10.2
Escherichia_1;size=1	1	1363	66	1363	100	65.5825	43.4	46
Escherichia_2;size=1	1	1363	35	1363	100	34.9252	44.2	17.3
Escherichia_4;size=1	1	1363	56	1363	100	55.8122	43.3	53.9
Escherichia_6;size=1	1	1363	44	1363	100	43.6368	42.9	56
Escherichia_7;size=1	1	1363	62	1363	100	61.664	44.3	49.7
Lactobacillus_1;size=1	1	1406	137	1406	100	135.403	41.6	36.2
Lactobacillus_2;size=1	1	1396	143	1396	100	141.844	42.1	23.4
Lactobacillus_3;size=1	1	1396	241	1396	100	239.013	41.7	20.9
Lactobacillus_4;size=1	1	1396	199	1396	100	196.743	42.3	33.1
Lactobacillus_5;size=1	1	1396	202	1396	100	200.912	42	38.3
Listeria_1;size=1	1	1370	205	1370	100	203.765	43.2	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	83	1357	100	81.4768	43.6	60
Salmonella_7;size=1	1	1363	64	1363	100	63.3771	43.3	55.1
Staphylococcus_2;size=1	1	1372	199	1372	100	198.377	43.8	41.3
Staphylococcus_3;size=1	1	1372	178	1372	100	176.434	43.6	29.3
