rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	57	1363	100	56.8357	43.9	59.8
Enterococcus_4;size=4	1	1381	102	1381	100	101.645	44.3	59.5
Staphylococcus_4;size=4	1	1372	110	1372	100	108.615	43.6	33
Bacillus_4_5;size=3	1	1370	56	1370	100	55.7058	43.4	11.3
Bacillus_7;size=2	1	1370	19	1370	100	18.9285	42	10.9
Escherichia_5;size=2	1	1363	13	1363	100	12.9428	43.3	19.2
Listeria_2_5;size=2	1	1370	58	1370	100	57.7073	42.9	13.9
Listeria_6;size=2	1	1370	64	1370	100	63.6182	42.9	16.5
Bacillus_1;size=1	1	1370	17	1370	100	16.9095	41.7	9.71
Bacillus_3;size=1	1	1370	16	1370	100	15.9445	41.9	14.9
Bacillus_8;size=1	1	1370	31	1370	100	30.7927	42	23.9
Bacillus_9;size=1	1	1370	21	1370	100	20.9453	43	9.05
Escherichia_1;size=1	1	1363	9	1363	100	8.97432	45.2	46.6
Escherichia_2;size=1	1	1363	11	1363	100	10.9897	45.9	16.5
Escherichia_4;size=1	1	1363	5	1363	100	4.96552	40.6	50.8
Escherichia_6;size=1	1	1363	6	1363	100	5.98753	45.2	48.2
Escherichia_7;size=1	1	1363	9	1363	100	8.70726	43.3	34.2
Lactobacillus_1;size=1	1	1406	14	1406	100	13.8364	42.4	34.1
Lactobacillus_2;size=1	1	1396	20	1396	100	19.8496	42.7	18.8
Lactobacillus_3;size=1	1	1396	40	1396	100	39.6655	41.5	21.9
Lactobacillus_4;size=1	1	1396	29	1396	100	28.7708	41.7	33
Lactobacillus_5;size=1	1	1396	25	1396	100	24.8231	42.5	41
Listeria_1;size=1	1	1370	32	1370	100	31.8161	43.2	16.2
Pseudomonas_1_2_3_4;size=1	1	1357	16	1357	100	15.9315	42.7	60
Salmonella_7;size=1	1	1363	10	1363	100	9.66324	44.4	56.5
Staphylococcus_2;size=1	1	1372	22	1372	100	21.9278	42.9	40
Staphylococcus_3;size=1	1	1372	31	1372	100	30.2259	42.7	27.7
