rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	142	1363	100	141.557	44	59.1
Enterococcus_4;size=4	1	1381	312	1381	100	310.708	43.9	59
Staphylococcus_4;size=4	1	1372	375	1372	100	371.791	44	33.1
Bacillus_4_5;size=3	1	1370	160	1370	100	159.342	43.2	11.3
Bacillus_7;size=2	1	1370	73	1370	100	72.7102	43.1	10.9
Escherichia_5;size=2	1	1363	52	1363	100	51.8643	44.7	18.8
Listeria_2_5;size=2	1	1370	201	1370	100	200.178	42.9	14.5
Listeria_6;size=2	1	1370	155	1370	100	154.273	43.3	16.3
Bacillus_1;size=1	1	1370	49	1370	100	48.8263	42.6	12.1
Bacillus_3;size=1	1	1370	43	1370	100	42.8474	42.6	13.5
Bacillus_8;size=1	1	1370	103	1370	100	101.204	43.3	22.1
Bacillus_9;size=1	1	1370	80	1370	100	79.7234	43.1	10.4
Escherichia_1;size=1	1	1363	28	1363	100	27.6933	43.6	46.1
Escherichia_2;size=1	1	1363	21	1363	100	20.9413	44.6	16.3
Escherichia_4;size=1	1	1363	25	1363	100	24.8731	42.5	56.2
Escherichia_6;size=1	1	1363	26	1363	100	25.8188	42.3	51.4
Escherichia_7;size=1	1	1363	22	1363	100	21.6853	44.3	47.2
Lactobacillus_1;size=1	1	1406	60	1406	100	59.1622	42.1	34
Lactobacillus_2;size=1	1	1396	68	1396	100	67.4556	42.2	22.8
Lactobacillus_3;size=1	1	1396	113	1396	100	112.338	42	21.8
Lactobacillus_4;size=1	1	1396	92	1396	100	91.4957	42.3	33.9
Lactobacillus_5;size=1	1	1396	87	1396	100	86.3725	41.6	39.9
Listeria_1;size=1	1	1370	100	1370	100	99.5248	42.9	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	40	1357	100	39.4672	43.9	59.9
Salmonella_7;size=1	1	1363	41	1363	100	40.4842	43.2	50.5
Staphylococcus_2;size=1	1	1372	89	1372	100	88.7201	43.6	40.6
Staphylococcus_3;size=1	1	1372	92	1372	100	91.0117	43.6	31.2
