rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	11503	1363	100	11483.9	39.6	57.7
Enterococcus_4;size=4	1	1381	19567	1381	100	19532.1	39.6	59.3
Staphylococcus_4;size=4	1	1372	28061	1372	100	28011.5	39.6	32.8
Bacillus_4_5;size=3	1	1370	9719	1370	100	9703.33	39.6	10.9
Bacillus_7;size=2	1	1370	5172	1370	100	5165.83	39.6	11.3
Escherichia_5;size=2	1	1363	3452	1363	100	3448.12	39.6	17.8
Listeria_2_5;size=2	1	1370	15537	1370	100	15520.5	39.6	15.6
Listeria_6;size=2	1	1370	9822	1370	100	9808.56	39.6	15.3
Bacillus_1;size=1	1	1370	3483	1370	100	3477.84	39.6	10.3
Bacillus_3;size=1	1	1370	2844	1370	100	2840.33	39.6	13.8
Bacillus_8;size=1	1	1370	5559	1370	100	5551.2	39.6	21.5
Bacillus_9;size=1	1	1370	5325	1370	100	5314.76	39.6	10.1
Escherichia_1;size=1	1	1363	2026	1363	100	2022.2	39.6	47.3
Escherichia_2;size=1	1	1363	1737	1363	100	1734.99	39.6	15.9
Escherichia_4;size=1	1	1363	1713	1363	100	1710.84	39.6	47.4
Escherichia_6;size=1	1	1363	1725	1363	100	1720.5	39.6	51.1
Escherichia_7;size=1	1	1363	1972	1363	100	1965.19	39.6	46.9
Lactobacillus_1;size=1	1	1406	4505	1406	100	4484.62	39.6	39.5
Lactobacillus_2;size=1	1	1396	4562	1396	100	4548.89	39.6	22.8
Lactobacillus_3;size=1	1	1396	8432	1396	100	8412.32	39.6	20.3
Lactobacillus_4;size=1	1	1396	6952	1396	100	6930.6	39.6	31.1
Lactobacillus_5;size=1	1	1396	6257	1396	100	6243.47	39.6	36.5
Listeria_1;size=1	1	1370	5935	1370	100	5915.46	39.6	15.5
Pseudomonas_1_2_3_4;size=1	1	1357	2475	1357	100	2470.64	39.6	59.9
Salmonella_7;size=1	1	1363	2089	1363	100	2083.92	39.6	52.1
Staphylococcus_2;size=1	1	1372	6534	1372	100	6523.94	39.6	38
Staphylococcus_3;size=1	1	1372	6207	1372	100	6195.91	39.6	27.2
