rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	607	1363	100	606.047	39.6	57.7
Enterococcus_4;size=4	1	1381	1044	1381	100	1042.03	39.6	59.4
Staphylococcus_4;size=4	1	1372	1368	1372	100	1365.71	39.6	32.5
Bacillus_4_5;size=3	1	1370	486	1370	100	485.354	39.6	10.9
Bacillus_7;size=2	1	1370	278	1370	100	277.658	39.5	10.9
Escherichia_5;size=2	1	1363	203	1363	100	202.831	39.7	17.8
Listeria_2_5;size=2	1	1370	814	1370	100	813.027	39.6	15.6
Listeria_6;size=2	1	1370	503	1370	100	502.314	39.7	14.7
Bacillus_1;size=1	1	1370	178	1370	100	177.745	39.6	10.5
Bacillus_3;size=1	1	1370	143	1370	100	142.863	39.7	13.7
Bacillus_8;size=1	1	1370	297	1370	100	296.586	39.4	21.7
Bacillus_9;size=1	1	1370	273	1370	100	272.447	39.7	11
Escherichia_1;size=1	1	1363	97	1363	100	96.854	39.6	48.3
Escherichia_2;size=1	1	1363	104	1363	100	103.84	39.5	16.5
Escherichia_4;size=1	1	1363	66	1363	100	65.8782	39.5	47.3
Escherichia_6;size=1	1	1363	95	1363	100	94.8731	39.7	53.4
Escherichia_7;size=1	1	1363	86	1363	100	85.923	39.6	49.1
Lactobacillus_1;size=1	1	1406	250	1406	100	248.545	39.6	37.5
Lactobacillus_2;size=1	1	1396	231	1396	100	230.461	39.6	24.1
Lactobacillus_3;size=1	1	1396	422	1396	100	420.979	39.6	20
Lactobacillus_4;size=1	1	1396	353	1396	100	351.382	39.6	30
Lactobacillus_5;size=1	1	1396	324	1396	100	323.479	39.6	37.9
Listeria_1;size=1	1	1370	338	1370	100	336.92	39.7	15.6
Pseudomonas_1_2_3_4;size=1	1	1357	143	1357	100	142.67	39.6	60
Salmonella_7;size=1	1	1363	106	1363	100	105.876	39.7	55.5
Staphylococcus_2;size=1	1	1372	363	1372	100	362.386	39.6	38.3
Staphylococcus_3;size=1	1	1372	315	1372	100	314.423	39.6	29.7
