rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	52	4210	100	51.8283	70.7	5.75
Bacillus_1;size=1	1	4210	58	4210	100	57.8404	73.2	5.24
Bacillus_2;size=1	1	4387	40	4387	100	39.891	74	13
Bacillus_3;size=1	1	4387	35	4387	100	34.8876	75.4	12.7
Bacillus_4_5;size=1	1	4210	113	4210	100	112.738	74.6	5.45
Bacillus_6;size=1	1	4210	44	4210	100	43.8998	74.5	7.07
Bacillus_7;size=1	1	4210	54	4210	100	53.8584	71.8	4.87
Bacillus_8;size=1	1	4210	52	4210	100	51.877	73.5	22.4
Bacillus_9;size=1	1	4210	75	4210	100	74.7893	67.9	20.6
Enterococcus_1;size=1	1	4364	19	4364	100	18.9606	77	33.2
Enterococcus_2;size=1	1	4364	39	4364	100	38.9173	75.7	33.1
Enterococcus_3;size=1	1	4262	56	4262	100	55.8329	71	5.32
Enterococcus_4;size=1	1	4262	45	4262	100	44.6452	72.8	5.82
Escherichia_1;size=1	1	4451	70	4451	100	69.803	79.4	59.2
Escherichia_2;size=1	1	4358	88	4358	100	87.8137	76.9	6.17
Escherichia_3;size=1	1	4358	68	4358	100	67.8192	72.5	6.37
Escherichia_4;size=1	1	4452	58	4452	100	57.8639	75.1	58.7
Escherichia_5;size=1	1	4358	70	4358	100	69.7756	73.2	5.77
Escherichia_6;size=1	1	4441	55	4441	100	54.9171	78.1	60
Escherichia_7;size=1	1	4435	58	4435	100	57.8377	71.2	60
Lactobacillus_1;size=1	1	4268	127	4268	100	126.519	72.8	56.2
Lactobacillus_2;size=1	1	4453	95	4453	100	94.7923	74.1	59.7
Lactobacillus_3;size=1	1	4258	142	4258	100	141.44	78.3	53.7
Lactobacillus_4;size=1	1	4258	147	4258	100	146.647	74.4	56.7
Lactobacillus_5;size=1	1	4453	94	4453	100	91.0995	70.9	57.4
Listeria_1;size=1	1	4291	107	4291	100	106.735	72.7	6.43
Listeria_2_5;size=1	1	4291	206	4291	100	205.574	75.9	5.71
Listeria_3;size=1	1	4542	62	4542	100	61.7662	73.3	5.55
Listeria_4;size=1	1	4542	59	4542	100	58.8681	77.8	5.17
Listeria_6;size=1	1	4291	75	4291	100	74.7551	72.6	5.39
Pseudomonas_1_2_3_4;size=1	1	4456	344	4456	100	342.954	76.4	60
Salmonella_1;size=1	1	4360	33	4360	100	32.9234	76.8	5.12
Salmonella_2_4;size=1	1	4360	83	4360	100	82.8489	74.6	4.63
Salmonella_3;size=1	1	4519	15	4519	100	14.9748	77.5	19.3
Salmonella_5;size=1	1	4519	28	4519	100	27.9403	79	19.7
Salmonella_6;size=1	1	4360	55	4360	100	54.8899	78.6	7.13
Salmonella_7;size=1	1	4619	26	4619	100	25.9829	86.5	60
Staphylococcus_1;size=1	1	4466	236	4466	100	235.513	76.9	50.5
Staphylococcus_2;size=1	1	4512	244	4512	100	243.424	74.9	58.7
Staphylococcus_3;size=1	1	4516	198	4516	100	197.611	78.1	59.6
Staphylococcus_4;size=1	1	4391	265	4391	100	264.453	74.5	39.6
Staphylococcus_5;size=1	1	4424	253	4424	100	252.239	72.6	51.4
Staphylococcus_6;size=1	1	4483	201	4483	100	200.547	75.2	59.8
