rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	1714	4210	100	1697.7	43	5.05
Bacillus_1;size=1	1	4210	2596	4210	100	2574.22	42.7	3.06
Bacillus_2;size=1	1	4387	1986	4387	100	1956.58	43	9.76
Bacillus_3;size=1	1	4387	1156	4387	100	1132.73	42.6	7.67
Bacillus_4_5;size=1	1	4210	3733	4210	100	3704.29	43	3
Bacillus_6;size=1	1	4210	1887	4210	100	1866.95	42.9	4.96
Bacillus_7;size=1	1	4210	1671	4210	100	1651.35	42.5	3.25
Bacillus_8;size=1	1	4210	2441	4210	100	2417.08	42.9	14.6
Bacillus_9;size=1	1	4210	1949	4210	100	1922.12	42.9	11.2
Enterococcus_1;size=1	1	4364	1288	4364	100	1264.58	43.8	29.7
Enterococcus_2;size=1	1	4364	1962	4364	100	1927.99	43.5	28.3
Enterococcus_3;size=1	1	4262	2696	4262	100	2659.35	43.5	5.05
Enterococcus_4;size=1	1	4262	2422	4262	100	2392.87	43.7	5.12
Escherichia_1;size=1	1	4451	1281	4451	100	1262.16	43.5	42.5
Escherichia_2;size=1	1	4358	1377	4358	100	1358.14	43.4	4.87
Escherichia_3;size=1	1	4358	1670	4358	100	1649.5	43.6	5.22
Escherichia_4;size=1	1	4452	1242	4452	100	1220.94	43.5	39.6
Escherichia_5;size=1	1	4358	1949	4358	100	1927.34	43.7	5.04
Escherichia_6;size=1	1	4441	1387	4441	100	1363.97	43.4	47.7
Escherichia_7;size=1	1	4435	1237	4435	100	1218.26	43.6	56.5
Lactobacillus_1;size=1	1	4268	3294	4268	100	3224.82	42.8	33.7
Lactobacillus_2;size=1	1	4453	2924	4453	100	2849.5	42.8	41.6
Lactobacillus_3;size=1	1	4258	4406	4258	100	4316.13	42.7	33
Lactobacillus_4;size=1	1	4258	3307	4258	100	3234.97	42.8	33.3
Lactobacillus_5;size=1	1	4453	2546	4453	100	2487.21	42.7	42.4
Listeria_1;size=1	1	4291	4295	4291	100	4237.94	42.8	3.35
Listeria_2_5;size=1	1	4291	4429	4291	100	4381.07	42.9	4.82
Listeria_3;size=1	1	4542	2445	4542	100	2377.39	43	4.75
Listeria_4;size=1	1	4542	2342	4542	100	2278.37	42.8	3.81
Listeria_6;size=1	1	4291	4142	4291	100	4098.38	43.1	3.75
Pseudomonas_1_2_3_4;size=1	1	4456	1961	4456	100	1911.41	43.4	59.8
Salmonella_1;size=1	1	4360	3342	4360	100	3305.38	43.2	4.38
Salmonella_2_4;size=1	1	4360	2747	4360	100	2719.77	43.4	4.93
Salmonella_3;size=1	1	4519	1566	4519	100	1536.56	43.6	14
Salmonella_5;size=1	1	4519	1346	4519	100	1318.64	43.2	14.1
Salmonella_6;size=1	1	4360	1333	4360	100	1314.89	43.1	5.88
Salmonella_7;size=1	1	4619	1026	4619	100	1002.19	43.7	54
Staphylococcus_1;size=1	1	4466	2780	4466	100	2718.5	43.6	37.2
Staphylococcus_2;size=1	1	4512	2374	4512	100	2338.87	43.7	43.8
Staphylococcus_3;size=1	1	4516	2694	4516	100	2645.54	43.7	53.9
Staphylococcus_4;size=1	1	4391	2237	4391	100	2201.56	43.8	31
Staphylococcus_5;size=1	1	4424	2743	4424	100	2702.27	43.8	44.2
Staphylococcus_6;size=1	1	4483	2265	4483	100	2229.44	43.8	53.9
