rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	32	1363	100	31.5165	44.4	59.8
Enterococcus_4;size=4	1	1381	62	1381	100	61.7668	43.5	59.8
Staphylococcus_4;size=4	1	1372	68	1372	100	67.766	43.8	30.4
Bacillus_4_5;size=3	1	1370	25	1370	100	24.9022	43.8	12.2
Bacillus_7;size=2	1	1370	12	1370	100	11.9547	42.3	9.5
Escherichia_5;size=2	1	1363	6	1363	100	5.98459	43.6	19.5
Listeria_2_5;size=2	1	1370	33	1370	100	32.9029	43.5	15.1
Listeria_6;size=2	1	1370	38	1370	100	37.8613	42.8	16.9
Bacillus_1;size=1	1	1370	11	1370	100	10.9241	41	10.9
Bacillus_3;size=1	1	1370	10	1370	100	9.96423	43.3	14.3
Bacillus_8;size=1	1	1370	19	1370	100	17.4664	41.4	18.9
Bacillus_9;size=1	1	1370	11	1370	100	10.9613	43.2	13.5
Escherichia_1;size=1	1	1363	5	1363	100	4.81731	43.6	48.2
Escherichia_2;size=1	1	1363	4	1363	100	3.99046	45.1	12.8
Escherichia_4;size=1	1	1363	1	1363	100	1	45.8	60
Escherichia_6;size=1	1	1363	4	1363	100	3.98386	44.8	59.5
Escherichia_7;size=1	1	1363	4	1363	100	3.97652	44.6	49.8
Lactobacillus_1;size=1	1	1406	11	1406	100	10.8969	40.6	33.5
Lactobacillus_2;size=1	1	1396	11	1396	100	10.8274	41.6	13.4
Lactobacillus_3;size=1	1	1396	28	1396	100	27.7178	41.7	20.9
Lactobacillus_4;size=1	1	1396	21	1396	100	20.851	42	32.6
Lactobacillus_5;size=1	1	1396	13	1396	100	12.9011	41.8	41.7
Listeria_1;size=1	1	1370	11	1370	100	10.9723	43.5	18.2
Pseudomonas_1_2_3_4;size=1	1	1357	10	1357	100	9.57332	44.6	60
Salmonella_7;size=1	1	1363	8	1363	100	7.82905	44.5	56.4
Staphylococcus_2;size=1	1	1372	19	1372	100	18.9657	44.4	42.6
Staphylococcus_3;size=1	1	1372	15	1372	100	14.3258	41.9	27.3
