rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	2100	1363	100	2094.5	76.3	59.8
Enterococcus_4;size=4	1	1381	1472	1381	100	1467.82	75	59.9
Staphylococcus_4;size=4	1	1372	9467	1372	100	9444.36	75.8	38.3
Bacillus_4_5;size=3	1	1370	2032	1370	100	2026.96	75.7	14.5
Bacillus_7;size=2	1	1370	1158	1370	100	1155.65	75.7	14.6
Escherichia_5;size=2	1	1363	1378	1363	100	1375.33	76	18.5
Listeria_2_5;size=2	1	1370	2606	1370	100	2599.65	75.2	16.2
Listeria_6;size=2	1	1370	1474	1370	100	1470.77	74.7	16.7
Bacillus_1;size=1	1	1370	470	1370	100	468.842	74.4	13.9
Bacillus_3;size=1	1	1370	350	1370	100	349.351	76.5	15.1
Bacillus_8;size=1	1	1370	564	1370	100	562.661	74.2	30.4
Bacillus_9;size=1	1	1370	644	1370	100	641.518	72.7	18.7
Escherichia_1;size=1	1	1363	686	1363	100	684.604	77	59.7
Escherichia_2;size=1	1	1363	722	1363	100	720.611	77	18
Escherichia_4;size=1	1	1363	543	1363	100	541.887	77.2	59.3
Escherichia_6;size=1	1	1363	542	1363	100	540.682	75.1	59.5
Escherichia_7;size=1	1	1363	567	1363	100	565.529	76.3	58.9
Lactobacillus_1;size=1	1	1406	1315	1406	100	1311.65	74.8	53.8
Lactobacillus_2;size=1	1	1396	1034	1396	100	1031.78	76.3	33
Lactobacillus_3;size=1	1	1396	1545	1396	100	1540.76	76.5	28.9
Lactobacillus_4;size=1	1	1396	1504	1396	100	1501.05	75.4	36.8
Lactobacillus_5;size=1	1	1396	1000	1396	100	997.343	75.2	43.9
Listeria_1;size=1	1	1370	1046	1370	100	1043.46	75	18
Pseudomonas_1_2_3_4;size=1	1	1357	3189	1357	100	3182.13	76.8	60
Salmonella_7;size=1	1	1363	200	1363	100	198.629	76.2	59.6
Staphylococcus_2;size=1	1	1372	2297	1372	100	2292.11	75.3	49.1
Staphylococcus_3;size=1	1	1372	1786	1372	100	1780.19	75.5	40.9
