rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	13	4210	100	12.9458	43.6	4.92
Bacillus_1;size=1	1	4210	23	4210	100	22.8097	41.2	3.04
Bacillus_2;size=1	1	4387	18	4387	100	17.7946	39.3	10.3
Bacillus_3;size=1	1	4387	10	4387	100	9.85822	40.2	6.1
Bacillus_4_5;size=1	1	4210	25	4210	100	24.839	41.5	3.48
Bacillus_6;size=1	1	4210	12	4210	100	11.323	43.3	5.58
Bacillus_7;size=1	1	4210	18	4210	100	17.8233	41.2	2.89
Bacillus_8;size=1	1	4210	24	4210	100	23.8157	42.1	13
Bacillus_9;size=1	1	4210	13	4210	100	12.8998	42.9	13.9
Enterococcus_1;size=1	1	4364	11	4364	100	10.8742	43.4	29.6
Enterococcus_2;size=1	1	4364	18	4364	100	17.8313	41.9	28.8
Enterococcus_3;size=1	1	4262	17	4262	100	16.8782	44.8	5.24
Enterococcus_4;size=1	1	4262	20	4262	100	19.7924	43.6	4.65
Escherichia_1;size=1	1	4451	12	4451	100	11.9272	45	55.8
Escherichia_2;size=1	1	4358	11	4358	100	10.2006	42.6	6.36
Escherichia_3;size=1	1	4358	8	4358	100	7.95732	44	6.38
Escherichia_4;size=1	1	4452	8	4452	100	7.9827	45	39.5
Escherichia_5;size=1	1	4358	15	4358	100	14.8389	41.1	5
Escherichia_6;size=1	1	4441	10	4441	100	9.95947	44.9	46.2
Escherichia_7;size=1	1	4435	9	4435	100	8.86426	42.3	51
Lactobacillus_1;size=1	1	4268	31	4268	100	30.6694	42.1	30.8
Lactobacillus_2;size=1	1	4453	29	4453	100	27.938	43.5	39.3
Lactobacillus_3;size=1	1	4258	44	4258	100	43.5439	42.8	35.7
Lactobacillus_4;size=1	1	4258	24	4258	100	23.477	42.9	24.6
Lactobacillus_5;size=1	1	4453	20	4453	100	19.8897	42.9	43.8
Listeria_1;size=1	1	4291	31	4291	100	30.7751	43.6	4.06
Listeria_2_5;size=1	1	4291	39	4291	100	38.7919	43.1	5.13
Listeria_3;size=1	1	4542	13	4542	100	12.6361	41.9	3.77
Listeria_4;size=1	1	4542	21	4542	100	20.5729	42.7	3.62
Listeria_6;size=1	1	4291	30	4291	100	29.7947	43.3	3.83
Pseudomonas_1_2_3_4;size=1	1	4456	11	4456	100	10.8802	43.2	60
Salmonella_1;size=1	1	4360	31	4360	100	30.8115	44.3	3.77
Salmonella_2_4;size=1	1	4360	15	4360	100	14.9679	42.6	5.33
Salmonella_3;size=1	1	4519	7	4519	100	6.88891	40.4	15.1
Salmonella_5;size=1	1	4519	10	4519	100	9.96083	43.3	12.3
Salmonella_6;size=1	1	4360	10	4360	100	9.93761	41.1	5.3
Salmonella_7;size=1	1	4619	10	4619	100	9.24096	44.4	59.5
Staphylococcus_1;size=1	1	4466	20	4466	100	19.6959	44.5	36.6
Staphylococcus_2;size=1	1	4512	21	4512	100	20.6609	41.9	39
Staphylococcus_3;size=1	1	4516	23	4516	100	21.9101	44.5	53.3
Staphylococcus_4;size=1	1	4391	26	4391	100	24.4206	42.5	30
Staphylococcus_5;size=1	1	4424	22	4424	100	21.8757	44.3	45.3
Staphylococcus_6;size=1	1	4483	24	4483	100	23.7972	44.1	52.6
