rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	34	1363	100	33.967	39.6	57.1
Enterococcus_4;size=4	1	1381	50	1381	100	49.9254	39.7	60
Staphylococcus_4;size=4	1	1372	65	1372	100	64.8841	39.6	31.4
Bacillus_4_5;size=3	1	1370	31	1370	100	30.9577	39.6	11.2
Bacillus_7;size=2	1	1370	14	1370	100	13.9905	39.7	7.64
Escherichia_5;size=2	1	1363	13	1363	100	12.9956	39.7	19.1
Listeria_2_5;size=2	1	1370	38	1370	100	37.9701	39.4	16.3
Listeria_6;size=2	1	1370	23	1370	100	22.946	39.4	13
Bacillus_1;size=1	1	1370	8	1370	100	7.97518	39.8	9
Bacillus_3;size=1	1	1370	10	1370	100	9.99854	39.6	13.7
Bacillus_8;size=1	1	1370	17	1370	100	16.9803	39.8	18.8
Bacillus_9;size=1	1	1370	10	1370	100	9.97153	39.5	7.8
Escherichia_1;size=1	1	1363	3	1363	100	2.99927	39.7	60
Escherichia_2;size=1	1	1363	6	1363	100	5.99707	39.6	16
Escherichia_4;size=1	1	1363	3	1363	100	3	39.8	56.3
Escherichia_6;size=1	1	1363	4	1363	100	3.99853	39.8	44.8
Escherichia_7;size=1	1	1363	3	1363	100	2.99853	38.9	30.3
Lactobacillus_1;size=1	1	1406	9	1406	100	8.96728	39.9	36.7
Lactobacillus_2;size=1	1	1396	9	1396	100	8.99642	39.8	17.7
Lactobacillus_3;size=1	1	1396	17	1396	100	16.9699	39.7	20.6
Lactobacillus_4;size=1	1	1396	22	1396	100	21.7686	39.3	29.4
Lactobacillus_5;size=1	1	1396	24	1396	100	23.8997	39.7	37.5
Listeria_1;size=1	1	1370	21	1370	100	20.9555	39.9	14.7
Pseudomonas_1_2_3_4;size=1	1	1357	10	1357	100	9.98526	39.6	60
Salmonella_7;size=1	1	1363	9	1363	100	8.96992	39.2	52.1
Staphylococcus_2;size=1	1	1372	22	1372	100	21.9694	39.6	40.8
Staphylococcus_3;size=1	1	1372	16	1372	100	15.9891	39.6	32.4
