rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	88	1363	100	87.9413	39.6	58.6
Enterococcus_4;size=4	1	1381	125	1381	100	124.8	39.7	59.5
Staphylococcus_4;size=4	1	1372	190	1372	100	189.49	39.6	32.6
Bacillus_4_5;size=3	1	1370	68	1370	100	67.8971	39.6	11.1
Bacillus_7;size=2	1	1370	45	1370	100	44.9511	39.5	10.6
Escherichia_5;size=2	1	1363	37	1363	100	36.9574	39.6	17.6
Listeria_2_5;size=2	1	1370	124	1370	100	123.906	39.5	16
Listeria_6;size=2	1	1370	67	1370	100	66.9168	39.6	14.5
Bacillus_1;size=1	1	1370	25	1370	100	24.9431	39.7	10.3
Bacillus_3;size=1	1	1370	26	1370	100	25.973	39.8	11.7
Bacillus_8;size=1	1	1370	36	1370	100	35.9518	39.4	22.7
Bacillus_9;size=1	1	1370	33	1370	100	32.9088	39.7	9.88
Escherichia_1;size=1	1	1363	11	1363	100	10.9971	39.5	60
Escherichia_2;size=1	1	1363	19	1363	100	18.9861	39.8	16.9
Escherichia_4;size=1	1	1363	7	1363	100	6.99927	39.9	50
Escherichia_6;size=1	1	1363	14	1363	100	13.9897	39.5	54.3
Escherichia_7;size=1	1	1363	10	1363	100	9.99633	39.6	40.2
Lactobacillus_1;size=1	1	1406	27	1406	100	26.9047	39.7	38.8
Lactobacillus_2;size=1	1	1396	37	1396	100	36.9284	39.5	23.4
Lactobacillus_3;size=1	1	1396	56	1396	100	55.9348	39.6	21.4
Lactobacillus_4;size=1	1	1396	50	1396	100	49.76	39.6	31.5
Lactobacillus_5;size=1	1	1396	43	1396	100	42.8711	39.8	33.1
Listeria_1;size=1	1	1370	41	1370	100	40.9234	39.8	14.9
Pseudomonas_1_2_3_4;size=1	1	1357	27	1357	100	26.9248	39.7	60
Salmonella_7;size=1	1	1363	15	1363	100	14.9699	39.5	55.3
Staphylococcus_2;size=1	1	1372	50	1372	100	49.9169	39.6	38.7
Staphylococcus_3;size=1	1	1372	47	1372	100	46.9242	39.7	29.6
