rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Bacillus_10;size=1	1	4210	720	4210	100	712.803	42.9	5.07
Bacillus_1;size=1	1	4210	1094	4210	100	1083	42.8	3.02
Bacillus_2;size=1	1	4387	827	4387	100	814.757	43.1	9.7
Bacillus_3;size=1	1	4387	510	4387	100	499.985	42.7	8.31
Bacillus_4_5;size=1	1	4210	1546	4210	100	1532.67	43.2	3.07
Bacillus_6;size=1	1	4210	792	4210	100	782.762	43	4.99
Bacillus_7;size=1	1	4210	660	4210	100	653.472	42.6	3.29
Bacillus_8;size=1	1	4210	997	4210	100	987.051	42.9	14
Bacillus_9;size=1	1	4210	831	4210	100	821.206	43	11
Enterococcus_1;size=1	1	4364	570	4364	100	561.721	43.7	30
Enterococcus_2;size=1	1	4364	824	4364	100	807.475	43.4	28.4
Enterococcus_3;size=1	1	4262	1111	4262	100	1094.81	43.8	5.19
Enterococcus_4;size=1	1	4262	1037	4262	100	1025.95	43.8	5.4
Escherichia_1;size=1	1	4451	549	4451	100	538.701	43.6	41.7
Escherichia_2;size=1	1	4358	566	4358	100	558.653	43.3	5.05
Escherichia_3;size=1	1	4358	696	4358	100	686.942	43.5	5.22
Escherichia_4;size=1	1	4452	518	4452	100	508.054	43.2	38.9
Escherichia_5;size=1	1	4358	847	4358	100	839.84	43.6	5.07
Escherichia_6;size=1	1	4441	562	4441	100	553.427	43.5	48.6
Escherichia_7;size=1	1	4435	511	4435	100	503.986	43.6	56.5
Lactobacillus_1;size=1	1	4268	1321	4268	100	1289.66	42.7	32.7
Lactobacillus_2;size=1	1	4453	1200	4453	100	1168.12	42.9	41.2
Lactobacillus_3;size=1	1	4258	1831	4258	100	1792.13	42.8	33
Lactobacillus_4;size=1	1	4258	1409	4258	100	1380.27	42.8	33.3
Lactobacillus_5;size=1	1	4453	1065	4453	100	1042.37	42.8	42.8
Listeria_1;size=1	1	4291	1783	4291	100	1758.2	42.7	3.36
Listeria_2_5;size=1	1	4291	1831	4291	100	1809.6	42.9	4.81
Listeria_3;size=1	1	4542	1063	4542	100	1035.03	43.1	4.61
Listeria_4;size=1	1	4542	982	4542	100	957.217	42.8	3.66
Listeria_6;size=1	1	4291	1743	4291	100	1726.57	43.2	3.74
Pseudomonas_1_2_3_4;size=1	1	4456	800	4456	100	776.947	43.1	59.9
Salmonella_1;size=1	1	4360	1369	4360	100	1351.89	43.3	4.3
Salmonella_2_4;size=1	1	4360	1120	4360	100	1107.9	43.3	5.03
Salmonella_3;size=1	1	4519	669	4519	100	654.248	43.8	14.1
Salmonella_5;size=1	1	4519	544	4519	100	536.243	43.3	14.1
Salmonella_6;size=1	1	4360	547	4360	100	539.642	43	5.77
Salmonella_7;size=1	1	4619	459	4619	100	447.994	43.5	53.6
Staphylococcus_1;size=1	1	4466	1089	4466	100	1064.99	43.5	37.3
Staphylococcus_2;size=1	1	4512	990	4512	100	976.112	43.7	42.9
Staphylococcus_3;size=1	1	4516	1122	4516	100	1097.39	43.6	53.8
Staphylococcus_4;size=1	1	4391	959	4391	100	942.703	43.9	30.7
Staphylococcus_5;size=1	1	4424	1118	4424	100	1098.79	43.8	44.3
Staphylococcus_6;size=1	1	4483	982	4483	100	966.391	43.8	53.7
