rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	9938	1363	100	9880.34	43.7	58.4
Enterococcus_4;size=4	1	1381	21860	1381	100	21746.3	43.9	59.1
Staphylococcus_4;size=4	1	1372	26414	1372	100	26290.3	44.1	33
Bacillus_4_5;size=3	1	1370	9646	1370	100	9599.09	43.1	11.7
Bacillus_7;size=2	1	1370	5948	1370	100	5919.05	42.9	12
Escherichia_5;size=2	1	1363	2881	1363	100	2868.82	43.8	18.1
Listeria_2_5;size=2	1	1370	15256	1370	100	15189.3	43.3	14.5
Listeria_6;size=2	1	1370	10637	1370	100	10582.6	43.4	15.9
Bacillus_1;size=1	1	1370	3263	1370	100	3244.32	42.9	11.7
Bacillus_3;size=1	1	1370	3271	1370	100	3248.73	42.8	13.4
Bacillus_8;size=1	1	1370	6255	1370	100	6224.52	42.9	23.3
Bacillus_9;size=1	1	1370	5489	1370	100	5457.49	43	9.49
Escherichia_1;size=1	1	1363	1975	1363	100	1960.83	43.8	46.5
Escherichia_2;size=1	1	1363	1460	1363	100	1451.93	43.5	17.3
Escherichia_4;size=1	1	1363	1552	1363	100	1539.7	43.8	50
Escherichia_6;size=1	1	1363	1556	1363	100	1539.55	43.6	54.5
Escherichia_7;size=1	1	1363	1887	1363	100	1870.3	43.8	48.2
Lactobacillus_1;size=1	1	1406	4700	1406	100	4648.99	42.2	40
Lactobacillus_2;size=1	1	1396	4712	1396	100	4675.44	42.1	24.1
Lactobacillus_3;size=1	1	1396	7536	1396	100	7477.39	42.1	22.1
Lactobacillus_4;size=1	1	1396	6751	1396	100	6690.81	42.2	32.7
Lactobacillus_5;size=1	1	1396	6657	1396	100	6606.85	42.2	39.3
Listeria_1;size=1	1	1370	6440	1370	100	6392.62	43.4	15.1
Pseudomonas_1_2_3_4;size=1	1	1357	2634	1357	100	2616.55	43.6	59.8
Salmonella_7;size=1	1	1363	1956	1363	100	1939.78	43.6	54.4
Staphylococcus_2;size=1	1	1372	6306	1372	100	6280.04	44.1	42
Staphylococcus_3;size=1	1	1372	6232	1372	100	6195.95	44	28.7
