rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	7	1363	100	6.97359	39.6	58
Enterococcus_4;size=4	1	1381	19	1381	100	18.9305	39.8	56.7
Staphylococcus_4;size=4	1	1372	15	1372	100	14.9636	39.8	26
Bacillus_4_5;size=3	1	1370	3	1370	100	2.99927	38.9	9.67
Bacillus_7;size=2	1	1370	4	1370	100	3.99927	40	9.75
Escherichia_5;size=2	1	1363	5	1363	100	4.99633	39.5	21
Listeria_2_5;size=2	1	1370	8	1370	100	7.99927	39.5	17.2
Listeria_6;size=2	1	1370	9	1370	100	8.98175	39.6	12.4
Bacillus_1;size=1	1	1370	4	1370	100	3.98905	38.8	12
Bacillus_3;size=1	1	1370	4	1370	100	4	40	15.8
Bacillus_8;size=1	1	1370	8	1370	100	7.97664	39.9	12.6
Bacillus_9;size=1	1	1370	3	1370	100	2.99197	40	9.67
Escherichia_2;size=1	1	1363	1	1363	100	1	40	18
Escherichia_4;size=1	1	1363	1	1363	100	1	40	60
Escherichia_6;size=1	1	1363	3	1363	100	2.99707	38.4	40
Escherichia_7;size=1	1	1363	2	1363	100	1.99853	38.5	30
Lactobacillus_1;size=1	1	1406	4	1406	100	3.97724	39.6	31.2
Lactobacillus_2;size=1	1	1396	3	1396	100	2.99355	40	18
Lactobacillus_3;size=1	1	1396	6	1396	100	5.99642	39.9	26.2
Lactobacillus_4;size=1	1	1396	10	1396	100	9.85315	39.9	27.6
Lactobacillus_5;size=1	1	1396	9	1396	100	8.9914	39.7	43.6
Listeria_1;size=1	1	1370	7	1370	100	6.99416	40	16.6
Pseudomonas_1_2_3_4;size=1	1	1357	1	1350	99.4842	0.994842	39.7	60
Salmonella_7;size=1	1	1363	3	1363	100	2.97726	39.5	56.7
Staphylococcus_2;size=1	1	1372	6	1372	100	5.99927	39.3	37.3
Staphylococcus_3;size=1	1	1372	5	1372	100	4.99198	40	22.2
Escherichia_1;size=1	1	1363	0	0	0	0	0	0
