rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	201	1363	100	199.737	76.1	59.6
Enterococcus_4;size=4	1	1381	149	1381	100	148.648	74.3	59.6
Staphylococcus_4;size=4	1	1372	944	1372	100	941.805	75.2	38.4
Bacillus_4_5;size=3	1	1370	214	1370	100	213.434	73.5	14.5
Bacillus_7;size=2	1	1370	118	1370	100	117.769	76.7	14.5
Escherichia_5;size=2	1	1363	145	1363	100	144.715	76.4	18.1
Listeria_2_5;size=2	1	1370	279	1370	100	278.318	75.2	16.3
Listeria_6;size=2	1	1370	131	1370	100	130.733	74.3	16.8
Bacillus_1;size=1	1	1370	54	1370	100	53.7964	71.8	13.4
Bacillus_3;size=1	1	1370	26	1370	100	25.9723	82	14.8
Bacillus_8;size=1	1	1370	53	1370	100	52.9292	81.7	30.2
Bacillus_9;size=1	1	1370	62	1370	100	61.7314	75.7	19.1
Escherichia_1;size=1	1	1363	69	1363	100	68.8606	76.8	59.1
Escherichia_2;size=1	1	1363	79	1363	100	78.8313	78.3	17.7
Escherichia_4;size=1	1	1363	62	1363	100	61.9259	80.6	59.9
Escherichia_6;size=1	1	1363	50	1363	100	49.9083	77.1	59.9
Escherichia_7;size=1	1	1363	59	1363	100	58.9024	80.7	59
Lactobacillus_1;size=1	1	1406	151	1406	100	150.643	75.1	53.7
Lactobacillus_2;size=1	1	1396	105	1396	100	104.74	78.2	33
Lactobacillus_3;size=1	1	1396	146	1396	100	145.474	72.9	28.5
Lactobacillus_4;size=1	1	1396	156	1396	100	155.696	75.2	37
Lactobacillus_5;size=1	1	1396	113	1396	100	112.363	71.5	43.7
Listeria_1;size=1	1	1370	105	1370	100	104.755	73.5	18.3
Pseudomonas_1_2_3_4;size=1	1	1357	313	1357	100	312.241	75.4	60
Salmonella_7;size=1	1	1363	21	1363	100	20.964	73.6	60
Staphylococcus_2;size=1	1	1372	247	1372	100	246.428	74.1	49.5
Staphylococcus_3;size=1	1	1372	190	1372	100	189.598	75.1	40.7
