rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	3481	1363	100	3460.56	43.7	58.3
Enterococcus_4;size=4	1	1381	7687	1381	100	7646.41	43.8	59.2
Staphylococcus_4;size=4	1	1372	9294	1372	100	9248.3	44.1	32.9
Bacillus_4_5;size=3	1	1370	3432	1370	100	3417.07	43	11.6
Bacillus_7;size=2	1	1370	2139	1370	100	2129.35	43.1	12.1
Escherichia_5;size=2	1	1363	1015	1363	100	1009.97	43.9	18.2
Listeria_2_5;size=2	1	1370	5476	1370	100	5452.29	43.2	14.4
Listeria_6;size=2	1	1370	3857	1370	100	3835.69	43.4	15.7
Bacillus_1;size=1	1	1370	1103	1370	100	1097.65	43	11.6
Bacillus_3;size=1	1	1370	1130	1370	100	1122.22	42.8	13.7
Bacillus_8;size=1	1	1370	2195	1370	100	2184.01	43	23.3
Bacillus_9;size=1	1	1370	1948	1370	100	1936.63	43.1	9.46
Escherichia_1;size=1	1	1363	735	1363	100	730.001	43.9	46.7
Escherichia_2;size=1	1	1363	501	1363	100	498.817	43.7	17.4
Escherichia_4;size=1	1	1363	570	1363	100	566.949	43.8	51.4
Escherichia_6;size=1	1	1363	557	1363	100	551.406	43.7	55.1
Escherichia_7;size=1	1	1363	696	1363	100	689.96	43.9	48.8
Lactobacillus_1;size=1	1	1406	1635	1406	100	1616.48	42.1	39.2
Lactobacillus_2;size=1	1	1396	1628	1396	100	1615.72	42.2	23.6
Lactobacillus_3;size=1	1	1396	2701	1396	100	2678.49	42.1	22.2
Lactobacillus_4;size=1	1	1396	2428	1396	100	2405.03	42.1	32.8
Lactobacillus_5;size=1	1	1396	2288	1396	100	2272.36	42.1	39.8
Listeria_1;size=1	1	1370	2196	1370	100	2178.39	43.4	15.3
Pseudomonas_1_2_3_4;size=1	1	1357	932	1357	100	924.147	43.5	59.7
Salmonella_7;size=1	1	1363	744	1363	100	737.399	43.6	53.6
Staphylococcus_2;size=1	1	1372	2271	1372	100	2259.3	44.1	41.9
Staphylococcus_3;size=1	1	1372	2198	1372	100	2183.3	44.2	29.2
