rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	528	1363	100	525.515	43.8	58.4
Enterococcus_4;size=4	1	1381	1165	1381	100	1158.23	43.9	59.2
Staphylococcus_4;size=4	1	1372	1385	1372	100	1377.15	44.1	32.8
Bacillus_4_5;size=3	1	1370	557	1370	100	554.707	42.9	11.7
Bacillus_7;size=2	1	1370	305	1370	100	304.088	43.5	12.4
Escherichia_5;size=2	1	1363	174	1363	100	173.404	43.9	18.3
Listeria_2_5;size=2	1	1370	813	1370	100	809.555	43.2	14.6
Listeria_6;size=2	1	1370	561	1370	100	558.833	43.4	16.1
Bacillus_1;size=1	1	1370	149	1370	100	148.512	43	11.9
Bacillus_3;size=1	1	1370	132	1370	100	131.539	42.5	13.8
Bacillus_8;size=1	1	1370	359	1370	100	356.439	43.2	23.6
Bacillus_9;size=1	1	1370	277	1370	100	274.788	43.1	9.66
Escherichia_1;size=1	1	1363	126	1363	100	125.159	43.6	47
Escherichia_2;size=1	1	1363	64	1363	100	63.7953	44.6	17
Escherichia_4;size=1	1	1363	104	1363	100	103.385	43.6	49
Escherichia_6;size=1	1	1363	89	1363	100	88.5158	43.2	54.4
Escherichia_7;size=1	1	1363	97	1363	100	95.1908	43.8	46.3
Lactobacillus_1;size=1	1	1406	222	1406	100	219.456	41.8	37.4
Lactobacillus_2;size=1	1	1396	250	1396	100	247.935	42	24.7
Lactobacillus_3;size=1	1	1396	399	1396	100	396.333	41.9	21.8
Lactobacillus_4;size=1	1	1396	354	1396	100	350.784	42.2	33.4
Lactobacillus_5;size=1	1	1396	348	1396	100	345.96	42.1	40
Listeria_1;size=1	1	1370	354	1370	100	351.488	43.3	14.9
Pseudomonas_1_2_3_4;size=1	1	1357	132	1357	100	130.522	43.9	59.9
Salmonella_7;size=1	1	1363	121	1363	100	120.018	43.3	52.6
Staphylococcus_2;size=1	1	1372	329	1372	100	327.563	44.1	41.2
Staphylococcus_3;size=1	1	1372	310	1372	100	308.267	44.1	29.5
