rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	61	1363	100	60.0088	75.2	58.8
Enterococcus_4;size=4	1	1381	43	1381	100	42.9508	79.3	60
Staphylococcus_4;size=4	1	1372	283	1372	100	282.373	75.5	38.4
Bacillus_4_5;size=3	1	1370	60	1370	100	59.8146	70.4	14.8
Bacillus_7;size=2	1	1370	46	1370	100	45.9263	75.3	14.7
Escherichia_5;size=2	1	1363	42	1363	100	41.9222	76.9	17.3
Listeria_2_5;size=2	1	1370	81	1370	100	80.827	75.9	16.5
Listeria_6;size=2	1	1370	44	1370	100	43.8876	71.6	17.4
Bacillus_1;size=1	1	1370	12	1370	100	11.9482	67.1	14.5
Bacillus_3;size=1	1	1370	10	1370	100	9.98832	82.4	15
Bacillus_8;size=1	1	1370	18	1370	100	17.9642	81.7	30.2
Bacillus_9;size=1	1	1370	23	1370	100	22.7869	70.9	18.5
Escherichia_1;size=1	1	1363	29	1363	100	28.931	75.9	60
Escherichia_2;size=1	1	1363	30	1363	100	29.9178	74.9	17.7
Escherichia_4;size=1	1	1363	13	1363	100	12.9839	87	60
Escherichia_6;size=1	1	1363	10	1363	100	9.97799	79.6	59.7
Escherichia_7;size=1	1	1363	13	1363	100	12.9934	87	60
Lactobacillus_1;size=1	1	1406	53	1406	100	52.8314	74.8	52.8
Lactobacillus_2;size=1	1	1396	34	1396	100	33.9563	79.5	33.3
Lactobacillus_3;size=1	1	1396	38	1396	100	37.8976	71	29.4
Lactobacillus_4;size=1	1	1396	46	1396	100	45.914	78.2	37.1
Lactobacillus_5;size=1	1	1396	28	1396	100	27.8933	74.8	42.6
Listeria_1;size=1	1	1370	31	1370	100	30.9197	73.6	18.7
Pseudomonas_1_2_3_4;size=1	1	1357	110	1357	100	109.696	78.3	60
Salmonella_7;size=1	1	1363	10	1363	100	9.9912	82.7	60
Staphylococcus_2;size=1	1	1372	88	1372	100	87.8236	75	49.2
Staphylococcus_3;size=1	1	1372	63	1372	100	62.8258	72.3	40.3
