rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	263	1363	100	261.629	43.7	58.1
Enterococcus_4;size=4	1	1381	584	1381	100	581.127	43.9	59.2
Staphylococcus_4;size=4	1	1372	698	1372	100	693.819	44.1	33.1
Bacillus_4_5;size=3	1	1370	288	1370	100	286.832	43.2	11.1
Bacillus_7;size=2	1	1370	138	1370	100	137.548	43.1	11.6
Escherichia_5;size=2	1	1363	96	1363	100	95.6698	44.5	18.6
Listeria_2_5;size=2	1	1370	398	1370	100	396.59	42.9	14.5
Listeria_6;size=2	1	1370	275	1370	100	273.938	43.4	16.3
Bacillus_1;size=1	1	1370	85	1370	100	84.7307	43	11.8
Bacillus_3;size=1	1	1370	77	1370	100	76.7226	42.3	13.4
Bacillus_8;size=1	1	1370	178	1370	100	175.973	43.1	23.4
Bacillus_9;size=1	1	1370	152	1370	100	151.168	43.1	9.97
Escherichia_1;size=1	1	1363	66	1363	100	65.4343	43.9	47
Escherichia_2;size=1	1	1363	36	1363	100	35.909	44.8	16.4
Escherichia_4;size=1	1	1363	51	1363	100	50.7579	42.9	51.7
Escherichia_6;size=1	1	1363	46	1363	100	45.6075	43.1	53
Escherichia_7;size=1	1	1363	50	1363	100	49.1695	43.9	44.5
Lactobacillus_1;size=1	1	1406	108	1406	100	106.609	42	36.6
Lactobacillus_2;size=1	1	1396	118	1396	100	116.987	42.2	25.7
Lactobacillus_3;size=1	1	1396	195	1396	100	193.735	41.8	21.6
Lactobacillus_4;size=1	1	1396	172	1396	100	171.115	42.1	34.6
Lactobacillus_5;size=1	1	1396	173	1396	100	171.949	41.9	40
Listeria_1;size=1	1	1370	198	1370	100	196.819	43.5	15.2
Pseudomonas_1_2_3_4;size=1	1	1357	71	1357	100	70.3935	44.1	59.9
Salmonella_7;size=1	1	1363	62	1363	100	61.4109	43.1	52
Staphylococcus_2;size=1	1	1372	178	1372	100	177.437	44.1	40.5
Staphylococcus_3;size=1	1	1372	172	1372	100	170.753	43.9	29.6
