rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	118	1363	100	117.111	44.3	58
Enterococcus_4;size=4	1	1381	262	1381	100	261.007	44.1	58.6
Staphylococcus_4;size=4	1	1372	314	1372	100	312.826	44	33.1
Bacillus_4_5;size=3	1	1370	117	1370	100	116.533	43.4	12
Bacillus_7;size=2	1	1370	68	1370	100	67.5657	43.5	9.22
Escherichia_5;size=2	1	1363	38	1363	100	37.8635	43.8	17.8
Listeria_2_5;size=2	1	1370	168	1370	100	167.301	42.9	14.4
Listeria_6;size=2	1	1370	132	1370	100	131.563	43.2	16.4
Bacillus_1;size=1	1	1370	37	1370	100	36.8518	42.3	11.6
Bacillus_3;size=1	1	1370	40	1370	100	39.873	42.9	13.2
Bacillus_8;size=1	1	1370	79	1370	100	77.3088	43.2	21.3
Bacillus_9;size=1	1	1370	56	1370	100	55.8036	43.1	11.7
Escherichia_1;size=1	1	1363	24	1363	100	23.7799	43.7	46.8
Escherichia_2;size=1	1	1363	10	1363	100	9.96038	43.9	15.2
Escherichia_4;size=1	1	1363	22	1363	100	21.9266	41.9	59.1
Escherichia_6;size=1	1	1363	21	1363	100	20.6831	42.4	52.7
Escherichia_7;size=1	1	1363	19	1363	100	18.9318	44.2	51.3
Lactobacillus_1;size=1	1	1406	51	1406	100	50.2902	41.5	37.3
Lactobacillus_2;size=1	1	1396	57	1396	100	56.5552	42.4	22
Lactobacillus_3;size=1	1	1396	98	1396	100	97.3424	41.6	20.4
Lactobacillus_4;size=1	1	1396	78	1396	100	77.5824	42.1	34.1
Lactobacillus_5;size=1	1	1396	67	1396	100	66.5115	42	39.4
Listeria_1;size=1	1	1370	87	1370	100	86.5336	43.1	15.7
Pseudomonas_1_2_3_4;size=1	1	1357	27	1357	100	26.5505	44.5	60
Salmonella_7;size=1	1	1363	23	1363	100	22.7205	44.3	53.9
Staphylococcus_2;size=1	1	1372	78	1372	100	77.8214	43.9	42
Staphylococcus_3;size=1	1	1372	69	1372	100	68.0999	43.3	29.9
