rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Salmonella_5;size=5	1	1363	197	1363	100	196.809	39.7	58.2
Enterococcus_4;size=4	1	1381	319	1381	100	318.443	39.7	59.1
Staphylococcus_4;size=4	1	1372	430	1372	100	429.114	39.6	32.7
Bacillus_4_5;size=3	1	1370	153	1370	100	152.791	39.6	10.8
Bacillus_7;size=2	1	1370	97	1370	100	96.908	39.6	10.8
Escherichia_5;size=2	1	1363	68	1363	100	67.9318	39.6	17.7
Listeria_2_5;size=2	1	1370	244	1370	100	243.825	39.3	15.3
Listeria_6;size=2	1	1370	136	1370	100	135.814	39.5	14.9
Bacillus_1;size=1	1	1370	50	1370	100	49.9175	39.4	11.2
Bacillus_3;size=1	1	1370	63	1370	100	62.9401	39.6	13.6
Bacillus_8;size=1	1	1370	91	1370	100	90.8818	39.6	21.5
Bacillus_9;size=1	1	1370	69	1370	100	68.8321	39.8	12
Escherichia_1;size=1	1	1363	28	1363	100	27.9501	39.5	48
Escherichia_2;size=1	1	1363	39	1363	100	38.9692	39.6	16.6
Escherichia_4;size=1	1	1363	19	1363	100	18.9956	39.9	53.9
Escherichia_6;size=1	1	1363	32	1363	100	31.964	39.5	50.3
Escherichia_7;size=1	1	1363	25	1363	100	24.9685	39.1	49.4
Lactobacillus_1;size=1	1	1406	67	1406	100	66.611	39.8	36.8
Lactobacillus_2;size=1	1	1396	78	1396	100	77.8087	39.5	22.9
Lactobacillus_3;size=1	1	1396	122	1396	100	121.865	39.6	19.7
Lactobacillus_4;size=1	1	1396	116	1396	100	115.36	39.7	30.3
Lactobacillus_5;size=1	1	1396	118	1396	100	117.765	39.7	37
Listeria_1;size=1	1	1370	96	1370	100	95.7504	39.8	15.7
Pseudomonas_1_2_3_4;size=1	1	1357	43	1357	100	42.8968	39.7	60
Salmonella_7;size=1	1	1363	35	1363	100	34.9464	39.6	52.7
Staphylococcus_2;size=1	1	1372	105	1372	100	104.878	39.5	38.6
Staphylococcus_3;size=1	1	1372	95	1372	100	94.8469	39.6	26.1
